Category	Question	Answer	Frequency Level
General Information	Does Leonardo Hotel Dublin Parnell Street offer complimentary high-speed Wi-Fi throughout the hotel?	Yes, complimentary high-speed Wi-Fi is available in all guestrooms and public areas.	High
General Information	Is the front desk at Leonardo Hotel Dublin Parnell Street open 24 hours a day?	Yes, the front desk is staffed round-the-clock, providing 24-hour assistance and check-in.	High
General Information	How many guestrooms does Leonardo Hotel Dublin Parnell Street provide?	Currently, the property contains 253 refurbished guestrooms across several categories and layouts.	Medium
General Information	Does Leonardo Hotel Dublin Parnell Street have lift access to every guest floor?	Yes, passenger lifts serve every guest floor, ensuring step-free access throughout the building.	Medium
General Information	Are team members at Leonardo Hotel Dublin Parnell Street able to assist guests in multiple languages?	Yes, multilingual team members are available at reception to assist international guests in various languages.	Medium
General Information	Is Leonardo Hotel Dublin Parnell Street a completely non-smoking hotel?	Yes, the property is non-smoking inside; smoking is limited to designated outdoor areas.	High
General Information	Does Leonardo Hotel Dublin Parnell Street hold an accredited Green Tourism or other sustainability certification?	Yes, the hotel holds a Gold Green Tourism Badge for certified sustainability practices.	High
Accommodation & Room Services	What in-room amenities are standard at Leonardo Hotel Dublin Parnell Street?	Standard amenities include DREAM beds, air-conditioning, flat-screen TV, free Wi-Fi, mini-fridge, safe, tea/coffee facilities, work desk and en-suite bathroom with toiletries.	High
Accommodation & Room Services	Do the rooms at Leonardo Hotel Dublin Parnell Street feature the signature DREAM beds?	Yes, every guestroom is fitted with the brand’s signature DREAM bed for enhanced comfort.	Medium
Accommodation & Room Services	Does every room at Leonardo Hotel Dublin Parnell Street include air-conditioning?	Yes, climate-controlled air-conditioning is installed in all accommodation categories.	High
Accommodation & Room Services	Are mini-fridges available in the guestrooms at Leonardo Hotel Dublin Parnell Street?	Yes, a small in-room mini-fridge is provided in every guestroom.	High
Accommodation & Room Services	Does Leonardo Hotel Dublin Parnell Street supply tea and coffee-making facilities in each room?	Yes, rooms come with kettles plus tea and coffee supplies replenished daily.	High
Accommodation & Room Services	Are complimentary toiletries provided in the en-suite bathrooms at Leonardo Hotel Dublin Parnell Street?	Yes, complimentary toiletries and fresh towels are supplied in each private bathroom.	High
Accommodation & Room Services	Is 24-hour room service offered at Leonardo Hotel Dublin Parnell Street?	Yes, 24-hour room service allows guests to order food and drinks whenever desired.	High
Accommodation & Room Services	Does Leonardo Hotel Dublin Parnell Street offer wheelchair-accessible rooms with adapted features?	Yes, wheelchair-accessible rooms provide low beds, widened doorways and adapted bathrooms, plus lift access.	High
