Category	Question	Answer	Frequency Level
General Information	האם מלון הרודס פאלאס אילת מציע שירות Wi-Fi חינמי בכל שטחי המלון?	כן, אינטרנט אלחוטי ללא תשלום זמין בכל רחבי המתחם, מהחדרים ועד אזורי הציבור.	High
General Information	האם דלפק הקבלה במלון הרודס פאלאס אילת פעיל 24 שעות ביממה?	כן, דלפק הקבלה מאויש לאורך כל היממה ומעניק סיוע ושירות רציף לאורחים.	High
General Information	האם מלון הרודס פאלאס אילת מתאים לאירוח משפחות עם ילדים בכל הגילאים?	כן, המלון מקבל משפחות בחום ומציע חדרים מרווחים, בריכת ילדים ותוכנית פעילויות מגוונת.	High
General Information	האם במלון הרודס פאלאס אילת קיימות התאמות נגישות לאורחים עם מוגבלות?	כן, במקום חדרים נגישים, מעליות ופתרונות תנועה המותאמים לצורכי נגישות מלאים.	High
General Information	אילו שפות מדבר צוות מלון הרודס פאלאס אילת?	צוות המלון דובר עברית, אנגלית, ערבית, רוסית, צרפתית, גרמנית וספרדית לשירות אורחים מכל העולם.	Medium
General Information	האם במלון הרודס פאלאס אילת יש חניה לאורחים ומהי העלות?	כן, חניה מקורה מוצעת בכפוף לזמינות בעלות יומית של ‎35‏ ₪ לרכב.	High
General Information	האם מלון הרודס פאלאס אילת כולל מרכז כנסים וחדרי ישיבות לאירועים עסקיים?	כן, במלון מרכז כנסים מודולרי וחדרי ישיבות מצוּודים בציוד אור-קולי מתקדם לאירועים עסקיים.	Medium
General Information	האם קיימת עמדת טעינה לרכבים חשמליים במלון הרודס פאלאס אילת?	כן, חניון המלון כולל עמדת טעינה ייעודית לרכב חשמלי בתשלום באמצעות אפליקציה.	Medium
General Information	האם מלון הרודס פאלאס אילת מציע השכרת אופניים או שירות שאטל בסביבת העיר?	כן, אופניים מושאלים ללא תשלום ושאטל פנימי פועל לפי לוח זמנים מוסדר בעיר.	Medium
Accommodation & Room Services	האם חדרי מלון הרודס פאלאס אילת כוללים מיני-בר או מקרר קטן?	כן, בכל חדר מיני-בר מצויד ומשקה; מקרר קטן יסופק לבקשה מוקדמת.	High
Accommodation & Room Services	האם בחדרי מלון הרודס פאלאס אילת יש ערכת קפה ותה לשימוש האורחים?	כן, ערכת קפה ותה איכותית מוצבת בכל חדר ומוצעת ללא תשלום נוסף.	High
Accommodation & Room Services	האם ניתן לקבל מגהץ וקרש גיהוץ בחדר במלון הרודס פאלאס אילת?	כן, מגהץ וקרש יישלחו לחדר במהירות עם קבלת בקשה בטלפון הקבלה.	Medium
Accommodation & Room Services	האם בכל חדר במלון הרודס פאלאס אילת יש מייבש שיער ומוצרי טיפוח יוקרתיים?	כן, מייבש שיער מקצועי ומוצרי טיפוח מעוצבים ממתינים בכל חדר לאורחים.	High
Accommodation & Room Services	האם חדרי מלון הרודס פאלאס אילת מצוידים במיזוג אוויר עם שליטה אישית?	כן, מערכת מיזוג אישית מאפשרת התאמה מלאה של הטמפרטורה לנוחות כל אורח.	High
Accommodation & Room Services	האם ניתן להזמין מצעים היפואלרגניים או כריות נוספות במלון הרודס פאלאס אילת?	כן, מצעים היפואלרגניים וכריות נוספות יסופקו בשמחה בהודעה מראש למחלקת חדרים.	Medium
Accommodation & Room Services	האם שירות החדרים במלון הרודס פאלאס אילת זמין 24 שעות ביממה?	כן, שירות חדרים פועל סביב השעון ומציע תפריט אוכל ומשקאות מגוון.	High
Accommodation & Room Services	האם מלון הרודס פאלאס אילת מציע שירותי כביסה וניקוי יבש בתשלום?	כן, שירותי כביסה, גיהוץ וניקוי יבש זמינים בכל ימות השבוע בתשלום נוסף.	High
Accommodation & Room Services	האם זמינות מיטות תינוק או עריסות על-פי בקשה במלון הרודס פאלאס אילת?	כן, מיטות תינוק ועריסות זמינות בכפוף לזמינות ובתוספת ‎55‏ ₪ ללילה.	High
Food & Beverage	האם מלון הרודס פאלאס אילת מגיש ארוחת בוקר ישראלית כשרה בסגנון בופה?	כן, מדי בוקר מוגשת ארוחת בוקר ישראלית כשרה ובשפע במזנון בופה עשיר.	High
Food & Beverage	אילו מסעדות פועלות במתחם מלון הרודס פאלאס אילת ומהן אפשרויות הסעודה?	במקום שתי חדרי אוכל ראשיים, מסעדת בשרים, לובי-בר חלבי, בר מיצים ובר גריל ליד הבריכה.	High
Food & Beverage	האם במלון הרודס פאלאס אילת קיימות אופציות תפריט לצמחונים ולטבעונים?	כן, מנות צמחוניות וטבעוניות מוכנות מראש בהזמנה מוקדמת וללא עלות נוספת.	Medium
Food & Beverage	האם מלון הרודס פאלאס אילת מציע מנות ללא גלוטן לפי בקשה?	כן, המערך הקולינרי מכין מנות נטולות גלוטן בהזמנה מראש ובהשגחה קפדנית.	Medium
Food & Beverage	האם יש במלון הרודס פאלאס אילת בר-בריכה עם שירות Swim-Up?	כן, בר-הבריכה מסוג Swim-Up מגיש קוקטיילים וחטיפים ישירות מהמים.	High
Food & Beverage	האם ניתן לקבל שירות בר משקאות באזור החוף הפרטי של מלון הרודס פאלאס אילת?	כעת אין בר חוף ייעודי; צוות יספק משקאות בהזמנה אישית לחוף הפרטי. [VERIFY]	Low
Food & Beverage	האם במלון הרודס פאלאס אילת פועל טרקלין עסקים עם כיבוד קל במהלך היום?	כן, טרקלין Sky מגיש משקאות חמים, מאפים וכיבוד קל לאורך שעות היום.	Medium
Food & Beverage	האם ניתן להזמין ארוחות מלאות לחדר במלון הרודס פאלאס אילת?	כן, ארוחות מלאות ושתייה חמה או קרה ניתנות להזמנה לחדר 24/7.	High
Food & Beverage	האם במסעדות מלון הרודס פאלאס אילת קיים תפריט ילדים ייעודי?	כן, תפריט ילדים מיוחד מוצע במסעדות עם מנות מותאמות לטעם הצעירים.	Medium
Policies & Terms	מהן שעות הצ'ק-אין והצ'ק-אאוט במלון הרודס פאלאס אילת?	צ'ק-אין החל מ-15:00; צ'ק-אאוט עד 11:00 בימי חול של השבוע.	High
