Category	Question	Answer	Frequency Level
General Information	כמה חדרים כוללים במלון לאונרדו רויאל ריזורט אילת?	כן, במלון 228 חדרים וסוויטות מרווחות המתפרסים על פני מספר קומות וסגנונות.	Medium
General Information	האם במלון לאונרדו רויאל ריזורט אילת יש -Wi-Fi ללא תשלום וללא הגבלת תעבורה?	כן, רשת Wi-Fi מהירה וחינמית זמינה ללא הגבלה בכל החדרים והאזורים הציבוריים.	High
General Information	האם מלון לאונרדו רויאל ריזורט אילת נגיש ומציע חדרים ושירותים מותאמים לאורחים עם מוגבלות?	כן, קיימים ארבעה חדרים מונגשים, חניות ייעודיות, מעלית, וגישה מותאמת למסעדה, לבריכה ולשטחים ציבוריים.	High
General Information	אילו שפות מדבר צוות מלון לאונרדו רויאל ריזורט אילת?	צוות המלון מקבל אורחים בעברית, באנגלית וברוסית ומספק סיוע אדיב בכל עת.	Low
General Information	האם אורחי מלון לאונרדו רויאל ריזורט אילת נהנים מחניה עצמית ללא תשלום?	כן, חניה עצמית חינמית עומדת לרשות האורחים אך מספר המקומות מוגבל ועל בסיס מקום פנוי.	High
General Information	האם במלון לאונרדו רויאל ריזורט אילת קיימת עמדת טעינה לרכב חשמלי?	כן, בחניון המלון מותקנת עמדת טעינה ייעודית לרכבים חשמליים לשימוש האורחים.	Medium
General Information	האם מלון לאונרדו רויאל ריזורט אילת פופולרי במיוחד בקרב משפחות עם ילדים?	כן, מועדוני ילדים, הופעות חיות וחדרי משפחה הופכים אותו לבחירה מועדפת על משפחות.	High
General Information	באילו תעודות או פרסי מצוינות מחזיק מלון לאונרדו רויאל ריזורט אילת?	המלון זכה בתואר Travellers’ Choice של TripAdvisor, המעיד על שירות וחוויית אירוח מצוינים.	Low
Accommodation & Room Services	אילו סוגי חדרים וסוויטות זמינים להזמנה במלון לאונרדו רויאל ריזורט אילת?	ניתן לבחור בחדרי Comfort, Superior, Superior Pool View, Superior עם מרפסת, Junior Suite או Deluxe Suite.	High
Accommodation & Room Services	האם כל החדרים במלון לאונרדו רויאל ריזורט אילת מצוידים במיזוג אוויר ובטלוויזיות LCD?	כן, כל יחידות האירוח מצוידות במיזוג אוויר עצמאי ובטלוויזיית LCD עם ערוצי כבלים.	High
Accommodation & Room Services	האם במלון לאונרדו רויאל ריזורט אילת יש מיני-בר או מקרר בכל חדר?	כן, בכל חדר מצוי מיני-מקרר לשמירת משקאות וחטיפים אישיים.	High
Accommodation & Room Services	האם חדרי מלון לאונרדו רויאל ריזורט אילת כוללים ערכת קפה ותֵה קומפלימנטרית?	כן, ערכת קפה ותה ללא תשלום זמינה בכל חדר להכנה בכל שעה.	Medium
Accommodation & Room Services	האם ניתן להזמין חבילת Welcome Baby במלון לאונרדו רויאל ריזורט אילת לקבלת ציוד מלא לתינוק?	כן, שירות Welcome Baby מאפשר להזמין מראש עריסה, אמבט, מחמם בקבוקים וציוד נוסף לתינוק.	Medium
Accommodation & Room Services	האם מלון לאונרדו רויאל ריזורט אילת מספק עריסות לתינוקות בתוספת תשלום?	כן, עריסה לתינוק זמינה על-פי בקשה בעלות של ‎₪55 ללילה.	High
Accommodation & Room Services	האם בכל חדר במלון לאונרדו רויאל ריזורט אילת קיימת כספת אישית לחפצים יקרי-ערך?	כן, כספת אישית אלקטרונית מותקנת בכל חדר לשמירה בטוחה על פריטים יקרי-ערך.	Medium
Accommodation & Room Services	באילו שעות פועל שירות החדרים במלון לאונרדו רויאל ריזורט אילת?	שירות החדרים פעיל מדי יום בין השעות ‎11:00-22:45 לארוחות ומשקאות.	Medium
Accommodation & Room Services	האם מלון לאונרדו רויאל ריזורט אילת מציע שירותי כביסה וגיהוץ לאורחיו?	כן, שירותי כביסה, ניקוי יבש וגיהוץ זמינים בתשלום דרך דלפק הקבלה.	Medium
Food & Beverage	איזה סוג ארוחת-בוקר מוגש במלון לאונרדו רויאל ריזורט אילת ומהן שעות ההגשה?	ארוחת-בוקר בופה ישראלי עשיר מוגשת במסעדה בין 07:30 ל-10:30 מדי יום.	High
Food & Beverage	האם מלון לאונרדו רויאל ריזורט אילת מציע תפריטים טבעוניים, צמחוניים או ללא גלוטן?	כן, לבקשת האורח ניתן לקבל מנות טבעוניות, צמחוניות או ללא גלוטן בכל סעודה.	High
Food & Beverage	האם ארוחות הבוקר והערב במלון לאונרדו רויאל ריזורט אילת כשרות?	כן, כל הארוחות כשרות בפיקוח רבנות אילת כך שמתאימות לאורח שומר כשרות.	High
