Category	Question	Answer	Frequency Level
General Information	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels offer a 24-hour front desk service?	Yes, a 24-hour front desk is available for guest convenience.	High
General Information	What are the check-in and check-out times at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Check-in usually begins at 15:00, and check-out is until 12:00.	High
General Information	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels provide free Wi-Fi throughout the property?	Yes, complimentary Wi-Fi is available in all areas.	High
General Information	Is Hotel Berlin Potsdamer Platz by Leonardo Hotels accessible for guests with reduced mobility?	Yes, accessible rooms and facilities are provided for guests with reduced mobility.	Medium
General Information	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels feature on-site parking facilities?	Yes, on-site parking is offered for an additional fee.	High
General Information	Are meeting and conference facilities available at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Yes, meeting and conference rooms can be arranged for events.	Medium
General Information	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels offer family-friendly accommodations?	Yes, family-friendly rooms and services are available.	Medium
General Information	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels provide multilingual staff support?	Yes, staff members speak multiple languages, including German and English.	Medium
General Information	Can guests request concierge or tour assistance at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Yes, guests can request assistance with local tours and tickets.	Low
Accommodation & Room Services	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels offer air-conditioning in all guest rooms?	Yes, all rooms include air-conditioning for comfort.	High
Accommodation & Room Services	Are hairdryers included in the bathrooms at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Yes, hairdryers are provided in every bathroom.	High
Accommodation & Room Services	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels provide irons and ironing boards in the rooms?	Yes, irons and ironing boards are available upon request.	Medium
Accommodation & Room Services	Are tea and coffee making facilities available in every room at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Yes, tea and coffee making facilities are included in all rooms.	High
Accommodation & Room Services	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels offer minibars or small fridges in guest rooms?	Yes, a mini-fridge is provided in each room.	Medium
Accommodation & Room Services	Is 24-hour room service available at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Information is currently not available. [VERIFY]	Low
Accommodation & Room Services	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels provide laundry and dry-cleaning services?	Yes, laundry and dry-cleaning services are offered.	Medium
Accommodation & Room Services	Can guests request hypoallergenic bedding at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Yes, hypoallergenic bedding can be provided upon request. [VERIFY]	Low
Accommodation & Room Services	Are complimentary toiletries provided for guests at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Yes, complimentary toiletries are supplied in each bathroom.	High
Food & Beverage	Is breakfast available at Hotel Berlin Potsdamer Platz by Leonardo Hotels, and what type of breakfast is served?	Yes, a daily breakfast buffet is served with a variety of hot and cold items.	High
Food & Beverage	What are the usual breakfast hours at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Breakfast is generally served from 06:30 to 10:30 on weekdays and from 07:00 to 11:00 on weekends. [VERIFY]	Medium
Food & Beverage	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels cater to vegetarian or vegan dietary preferences?	Yes, vegetarian and vegan meals are available upon request.	High
Food & Beverage	Are gluten-free menu options offered at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Yes, gluten-free options are offered upon request.	Medium
Food & Beverage	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels have a rooftop or lounge bar with city views?	Information is currently not available. [VERIFY]	Low
Food & Beverage	Can non-guests visit the bar at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Information is currently not available. [VERIFY]	Medium
Food & Beverage	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels provide late-night snack options?	Information is currently not available. [VERIFY]	Low
Food & Beverage	Are children allowed at the bar in Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Yes, children are allowed when accompanied by an adult. [VERIFY]	Low
Food & Beverage	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels serve lunch and dinner as part of their room service menu?	Yes, lunch and dinner items are generally available. [VERIFY]	Medium
