Category	Question	Answer	Frequency Level
General Information	האם מלון בוטניקה חיפה מציע אינטרנט אלחוטי חינם בכל שטחי המלון?	כן, אינטרנט אלחוטי מהיר וחינמי זמין בחדרים ובכל האזורים הציבוריים.	High
General Information	מהן שעות הצ׳ק-אין והצ׳ק-אאוט במלון בוטניקה חיפה בימי חול, שבתות וחגים?	צ׳ק-אין ראשון-שישי החל מ-15:00, שבתות וחגים מ-18:00; צ׳ק-אאוט עד 11:00, ובשבת או מוצאי חג עד 14:00.	High
General Information	האם דלפק הקבלה במלון בוטניקה חיפה פעיל 24 שעות ביממה?	כן, דלפק הקבלה מאויש בכל שעות היממה ומעניק סיוע רציף לאורחים.	High
General Information	האם מלון בוטניקה חיפה מיועד למבוגרים מעל גיל 16 בלבד ומהי הגבלת הגיל לביצוע צ׳ק-אין?	כן, הכניסה למלון מותרת מגיל 16 ומעלה, והגיל המינימלי לצ׳ק-אין הוא 18.	High
General Information	האם מלון בוטניקה חיפה מוגדר כמלון ללא-עישון בכל החדרים והשטחים הציבוריים?	כן, כל חדרי המלון והשטחים הציבוריים מוגדרים לחלוטין כאזורים ללא-עישון.	High
General Information	האם במלון בוטניקה חיפה קיימת חניה סמוכה בתשלום, ומהו התעריף היומי?	כן, חניון ציבורי סמוך זמין; העלות 40 ₪ בימי חול ו-48 ₪ בסופי שבוע ליום.	High
General Information	האם מלון בוטניקה חיפה מוסמך בכשרות ומהי ההשגחה הקולינרית במקום?	כן, המטבח פועל תחת תעודת כשרות שוהם בפיקוח הרבנות הראשית חיפה.	Medium
General Information	האם במלון בוטניקה חיפה קיימים חדרים ומתקנים מותאמים לנגישות מלאה לאורחים עם מוגבלויות?	כן, המלון מציע חדרים נגישים, מעליות ושבילי גישה מותאמים לכיסאות גלגלים.	Medium
General Information	אילו שפות מדברים צוות מלון בוטניקה חיפה ב-Front Desk?	הצוות דובר עברית, אנגלית, ערבית ורוסית ויוכל לסייע בשפות אלו.	Low
Accommodation & Room Services	האם בכל חדרי מלון בוטניקה חיפה קיימים מיזוג אוויר וחימום נשלטים אישית?	כן, בכל חדר מותקן מיזוג אוויר עם מצב חימום וניהול טמפרטורה אישי.	High
Accommodation & Room Services	האם חדרי מלון בוטניקה חיפה כוללים מיני-בר או מכונת אספרסו לשימוש האורחים?	כן, החדרים מצוידים במיני-בר מלא ובמכונת אספרסו לשימוש חופשי.	High
Accommodation & Room Services	האם זמינים בחלק מחדרי מלון בוטניקה חיפה נופים לגני הבהאים או לים?	כן, חדרים נבחרים משקיפים לגני הבהאים, לים ולמושבה הגרמנית בתוספת הזמנה מוקדמת.	Medium
Accommodation & Room Services	האם בחדרי מלון בוטניקה חיפה מותקנים מסכי Smart TV עם ערוצי דיגיטל?	כן, כל חדר כולל מסך Smart TV ″42 עם מבחר ערוצים דיגיטליים.	Medium
Accommodation & Room Services	האם מוצרי טיפוח מעוצבים וחלוקי רחצה נכללים בציוד האמבטיה במלון בוטניקה חיפה?	כן, האורחים נהנים מחלוקי ספא רכים וממוצרי טיפוח מעוצבים ואיכותיים.	Medium
Accommodation & Room Services	האם שירות ניקיון יומי כלול במחיר האירוח במלון בוטניקה חיפה?	כן, ניקיון יסודי מתבצע מדי יום ללא תשלום נוסף לאורחים.	Medium
Accommodation & Room Services	האם ניתן להזמין שירות חדרים במלון בוטניקה חיפה לאורך כל שעות היממה?	כעת שירות חדרים פועל בשעות מוגדרות ולא מסביב לשעון; מומלץ לתאם מראש. [VERIFY]	Medium
Accommodation & Room Services	האם כספת אישית זמינה בכל חדר במלון בוטניקה חיפה לאחסון חפצים יקרים?	לא, כספות מאובטחות מוצבות בדלפק הקבלה; בחדרים אין כספת פרטית.	Medium
Accommodation & Room Services	האם חלק מחדרי מלון בוטניקה חיפה מצוידים במטבחון להכנת ארוחות קלות?	כן, חלק מהסוויטות כוללות מטבחון קומפקטי להכנת מנות קלות ומשקאות.	Low
