Category	Question	Answer	Frequency Level
General Information	האם במלון יו מג'יק פאלאס אילת יש אינטרנט אלחוטי (Wi-Fi) חופשי בכל שטחי המלון?	כן, אינטרנט אלחוטי חינם פועל בכל החדרים והאזורים הציבוריים ללא הגבלת זמן.	High
General Information	האם דלפק הקבלה במלון יו מג'יק פאלאס אילת פעיל 24 שעות ביממה?	כן, דלפק הקבלה מאויש בכל שעות היממה ומוכן לסייע בכל פנייה.	High
General Information	מהן שעות הצ'ק-אין הרגילות במלון יו מג'יק פאלאס אילת בימים ראשון-שישי?	צ'ק-אין בימים ראשון-שישי מתחיל בשעה 15:00 ונמשך לאורך אחר הצהריים והערב.	High
General Information	מהן שעות הצ'ק-אין במלון יו מג'יק פאלאס אילת בשבתות ובחגים יהודיים?	בשבתות ובחגים יהודיים ניתן לבצע צ'ק-אין רק החל משעה 18:00.	Medium
General Information	באילו שעות מתבצע צ'ק-אאוט במלון יו מג'יק פאלאס אילת?	צ'ק-אאוט מתבצע עד 11:00 בימים א׳-ו׳, ועד 14:00 בשבתות ובחגים.	High
General Information	האם במלון יו מג'יק פאלאס אילת קיימים חדרים ומתקנים מונגשים לאורחים עם מוגבלויות?	כן, קיימים חדרים ומתקנים מונגשים, כולל מעליות וחניות מותאמות לנגישות מלאה.	High
General Information	כמה חדרים כוללים מלון יו מג'יק פאלאס אילת ומאיזה קטגוריות חדרים ניתן לבחור?	במלון 322 חדרים מסוגי U Superior, Superior Pool View, Superior Balcony, Deluxe Panoramic, Palace Suite, Junior ו-Royal Premium Suites.	Low
General Information	האם החניה במלון יו מג'יק פאלאס אילת מקורה ומה העלות היומית לאורחים?	כן, החניה תת-קרקעית מקורה; החל מ-1.1.25 עלותה 35 ₪ ליום, על בסיס מקום פנוי.	High
General Information	האם בחניון מלון יו מג'יק פאלאס אילת זמינות עמדות טעינה לרכבים חשמליים?	כן, בחניון מותקנת עמדת טעינה לרכבים חשמליים לשימוש אורחי המלון.	Medium
General Information	האם מלון יו מג'יק פאלאס אילת מציע אולמות כנסים ואירועים להשכרה?	כן, במלון פועלים אולמות כנסים ואירועים מאובזרים הזמינים להזמנה פרטית.	Low
Accommodation & Room Services	האם כל חדרי מלון יו מג'יק פאלאס אילת מצוידים במיזוג אוויר עצמאי?	כן, בכל חדר מערכת מיזוג אוויר אישית הניתנת לכיוון לטמפרטורה רצויה.	High
Accommodation & Room Services	האם בכל חדר במלון יו מג'יק פאלאס אילת יש מיני-בר?	כן, כל חדר כולל מיני-בר לאחסון משקאות וחטיפים בקירור.	High
Accommodation & Room Services	האם חדרי מלון יו מג'יק פאלאס אילת כוללים ערכת קפה ותה להכנה עצמית?	כן, בכל חדר ערכת קומקום חשמלי, קפה ותה להכנה אישית בכל עת.	Medium
Accommodation & Room Services	האם ניתן להזמין חבילת Welcome Baby (עריסה, קומקום, אמבט תינוק) במלון יו מג'יק פאלאס אילת ללא תשלום?	כן, חבילת Welcome Baby חינמית הכוללת עריסה, קומקום ואמבט תינוק נשלחת לחדר בהזמנה מראש.	Low
Accommodation & Room Services	האם במלון יו מג'יק פאלאס אילת זמינים חדרים מחוברים (Connecting) למשפחות?	כן, חדרים מחוברים זמינים להזמנה מראש ומותאמים במיוחד למשפחות.	Medium
Accommodation & Room Services	האם מלון יו מג'יק פאלאס אילת מציע שירות חדרים 24 שעות ביממה?	לא, שירות החדרים פעיל מדי יום בין 10:00 לחצות ואינו זמין 24 שעות.	High
Accommodation & Room Services	האם במלון יו מג'יק פאלאס אילת יש סוויטות עם ג'קוזי פרטי?	כן, חלק מהסוויטות היוקרתיות כוללות מרפסת עם ג׳קוזי פרטי המשקיף ללגונה.	Medium
Accommodation & Room Services	האם מלון יו מג'יק פאלאס אילת מספק שירותי כביסה וניקוי יבש בתשלום?	כן, שירותי כביסה וניקוי יבש מקצועיים זמינים בתשלום נוסף ובהתאמה אישית.	High
Accommodation & Room Services	האם ניתן לקבל קרש וגיהוץ בחדר במלון יו מג'יק פאלאס אילת על-פי דרישה?	כן, קרש וגיהוץ מסופקים לחדר על-פי דרישה ללא חיוב נוסף.	Medium
Accommodation & Room Services	האם כל חדר במלון יו מג'יק פאלאס אילת כולל כספת אישית לשמירת חפצי ערך?	כן, בכל חדר מותקנת כספת אלקטרונית אישית לאחסון מאובטח של חפצי ערך.	Medium
Food & Beverage	האם ארוחת הבוקר במלון יו מג'יק פאלאס אילת מוגשת כמאכלי בופה עשיר?	כן, ארוחת הבוקר מוצעת במזנון בופה עשיר ומגוון של מאכלים טריים.	High
Food & Beverage	מהן שעות ההגשה של ארוחת הבוקר במלון יו מג'יק פאלאס אילת?	ארוחת הבוקר מוגשת מדי יום בין 07:00 ל-11:00 באולם הסעדה המרכזי.	Medium
Food & Beverage	האם במלון יו מג'יק פאלאס אילת ניתן ליהנות מתפריט צמחוני או טבעוני לפי בקשה מוקדמת?	כן, השף מכין מנות צמחוניות וטבעוניות בהתאמה אישית על-פי בקשה מוקדמת.	Medium
Food & Beverage	האם מלון יו מג'יק פאלאס אילת מציע מנות ללא גלוטן לאורחים רגישים?	כן, ניתן לקבל מנות ללא גלוטן בהודעה מוקדמת לצוות המטבח.	Low
Food & Beverage	האם פועלות במלון יו מג'יק פאלאס אילת מסעדות המגישות ארוחות צהריים וערב?	כן, המסעדה מגישה ארוחות ערב מלאות ולרוב גם ארוחות צהריים קלות. [VERIFY]	High
Food & Beverage	האם ניתן להזמין ארוחת בוקר או מנות מהמסעדה לחדר במלון יו מג'יק פאלאס אילת?	כן, באמצעות שירות החדרים ניתן להזמין ארוחת בוקר או מנות נוספות הישר לחדר.	Medium
Food & Beverage	האם במלון יו מג'יק פאלאס אילת יש בר לצד הבריכה המציע משקאות וחטיפים?	כן, בר הבריכה מגיש מגוון משקאות, קוקטיילים וחטיפים במשך שעות היום.	High
Food & Beverage	האם מלון יו מג'יק פאלאס אילת מפעיל מזנון ילדים ייעודי בשעות הארוחות?	כן, בחדר האוכל קיים מזנון ילדים ייעודי עם מנות מותאמות לטעמם.	Medium
Food & Beverage	האם ניתן להזמין שירות קפה ועוגה בלובי של מלון יו מג'יק פאלאס אילת במהלך היום?	כן, בלובי מוגש שירות קפה ועוגה בשעות אחר הצהריים לנוחות האורחים. [VERIFY]	Low
