Category	Question	Answer	Frequency Level
General Information	Does Leonardo Inn Hotel Glasgow West End offer free Wi-Fi throughout the property?	Yes, complimentary Wi-Fi is available throughout the property for all guests.	High
General Information	What are the check-in and check-out times at Leonardo Inn Hotel Glasgow West End?	Check-in is from 3:00 PM, and check-out is until 11:00 AM.	High
General Information	Is Leonardo Inn Hotel Glasgow West End family-friendly?	Yes, the hotel is family-friendly, offering amenities and services suitable for families.	Medium
General Information	Are there accessible facilities available at Leonardo Inn Hotel Glasgow West End?	Yes, accessible facilities are available to accommodate guests with disabilities.	Medium
General Information	Does Leonardo Inn Hotel Glasgow West End have multilingual staff?	Yes, our staff is multilingual to assist guests from various countries.	Medium
General Information	Is on-site parking available at Leonardo Inn Hotel Glasgow West End?	Yes, on-site parking is available for guests.	High
General Information	Does Leonardo Inn Hotel Glasgow West End provide meeting and conference facilities?	Yes, meeting and conference facilities are available for business events.	Medium
Accommodation & Room Services	Are the rooms at Leonardo Inn Hotel Glasgow West End equipped with tea and coffee-making facilities?	Yes, all rooms come with tea and coffee-making facilities for guests' convenience.	High
Accommodation & Room Services	Does Leonardo Inn Hotel Glasgow West End offer a minibar or small fridge in rooms?	Yes, rooms are equipped with a small fridge for guests' use.	Medium
Accommodation & Room Services	Are there USB charging sockets available in rooms at Leonardo Inn Hotel Glasgow West End?	Yes, USB charging sockets are available in rooms for guests' convenience.	Medium
Accommodation & Room Services	Does Leonardo Inn Hotel Glasgow West End provide complimentary toiletries?	Yes, complimentary toiletries are provided in each room.	High
Accommodation & Room Services	Can guests request hypoallergenic bedding at Leonardo Inn Hotel Glasgow West End?	Yes, hypoallergenic bedding is available upon request.	Low
Accommodation & Room Services	Is 24-hour room service available at Leonardo Inn Hotel Glasgow West End?	Currently, 24-hour room service is not available. [VERIFY]	Medium
Accommodation & Room Services	Are laundry and dry-cleaning services offered by Leonardo Inn Hotel Glasgow West End?	Yes, laundry and dry-cleaning services are available for guests.	Medium
Food & Beverage	Does Leonardo Inn Hotel Glasgow West End serve a buffet breakfast?	Yes, a buffet breakfast is served daily.	High
Food & Beverage	What are the breakfast hours at Leonardo Inn Hotel Glasgow West End?	Breakfast is served from 7:00 AM to 10:00 AM.	Medium
Food & Beverage	Are there vegetarian and vegan breakfast options at Leonardo Inn Hotel Glasgow West End?	Yes, vegetarian and vegan options are available at breakfast.	Medium
Food & Beverage	Does Leonardo Inn Hotel Glasgow West End have a bar with city views?	No, the hotel does not have a bar with city views.	Low
Food & Beverage	Can non-residents access the bar at Leonardo Inn Hotel Glasgow West End?	Information currently not available – please contact the hotel for details. [VERIFY]	Low
Food & Beverage	Is there a gluten-free menu available at Leonardo Inn Hotel Glasgow West End?	Yes, gluten-free menu options are available upon request.	Medium
Food & Beverage	Are children welcome at the bar in Leonardo Inn Hotel Glasgow West End?	Information currently not available – please contact the hotel for details. [VERIFY]	Low
Food & Beverage	Does Leonardo Inn Hotel Glasgow West End offer afternoon tea service?	Yes, afternoon tea service is available.	Low
Policies & Terms	What is the pet policy at Leonardo Inn Hotel Glasgow West End?	Pets are not allowed at the hotel.	Medium
Policies & Terms	Is smoking allowed at Leonardo Inn Hotel Glasgow West End?	No, smoking is not allowed within the hotel premises.	Medium
Policies & Terms	What is the cancellation policy of Leonardo Inn Hotel Glasgow West End?	The cancellation policy varies depending on the booking rate and conditions. Please check your booking details.	High
Policies & Terms	Does Leonardo Inn Hotel Glasgow West End offer express check-in and check-out?	Yes, express check-in and check-out services are available for guests.	Medium
Policies & Terms	Is there a minimum age requirement for check-in at Leonardo Inn Hotel Glasgow West End?	Yes, guests must be at least 18 years old to check in.	Low
Policies & Terms	Can guests store baggage at Leonardo Inn Hotel Glasgow West End before check-in?	Yes, guests can store their baggage before check-in.	Medium
Policies & Terms	What are the group booking conditions at Leonardo Inn Hotel Glasgow West End?	Information currently not available – please contact the hotel for details. [VERIFY]	Low
Location & Transportation	How close is Leonardo Inn Hotel Glasgow West End to popular local landmarks?	The hotel is conveniently located near several popular landmarks in Glasgow's West End.	High
Location & Transportation	What are the nearest transport stations to Leonardo Inn Hotel Glasgow West End?	Partick and Hyndland train stations are the nearest transport stations to the hotel.	High
Location & Transportation	How long does it take to travel from Leonardo Inn Hotel Glasgow West End to Glasgow Airport?	It takes approximately 20 minutes by car to travel to Glasgow Airport from the hotel.	Medium
Location & Transportation	Does Leonardo Inn Hotel Glasgow West End offer an airport shuttle service?	Currently, the hotel does not offer an airport shuttle service.	Medium
Location & Transportation	Are there taxi or car-hire services available from Leonardo Inn Hotel Glasgow West End?	Yes, taxi and car-hire services can be arranged for guests.	Medium
Location & Transportation	What attractions are within walking distance of Leonardo Inn Hotel Glasgow West End?	Attractions within walking distance include the Botanic Gardens and the University of Glasgow.	High
Activities & Entertainment	Does Leonardo Inn Hotel Glasgow West End have a fitness center?	No, the hotel does not have a fitness center.	Medium
Activities & Entertainment	Are there any spa or massage treatments available at Leonardo Inn Hotel Glasgow West End?	No, spa or massage treatments are not available at the hotel.	Low
Activities & Entertainment	Does Leonardo Inn Hotel Glasgow West End have a sauna or steam room?	No, the hotel does not have a sauna or steam room.	Low
Activities & Entertainment	Is there a rooftop terrace with views at Leonardo Inn Hotel Glasgow West End?	No, the hotel does not have a rooftop terrace.	Low
Activities & Entertainment	Are guided city tours offered by Leonardo Inn Hotel Glasgow West End?	Information currently not available – please contact the hotel for details. [VERIFY]	Low
Activities & Entertainment	Does Leonardo Inn Hotel Glasgow West End provide evening entertainment or live music?	No, the hotel does not provide evening entertainment or live music.	Low
