Category	Question	Answer	Frequency Level
General Information	Does Leonardo Boutique Hotel Linz City Center provide complimentary high-speed Wi-Fi throughout the property?	Yes, complimentary high-speed Wi-Fi is available in all guestrooms and public areas without surcharge.	High
General Information	Is the front desk at Leonardo Boutique Hotel Linz City Center staffed 24 hours a day?	Yes, the reception desk operates 24 hours daily, ensuring immediate assistance at any time.	High
General Information	How many guestrooms does Leonardo Boutique Hotel Linz City Center offer in total?	The property comprises exactly 129 contemporary guestrooms and suites across several floors.	Medium
General Information	Are all interior areas at Leonardo Boutique Hotel Linz City Center 100 percent non-smoking?	Yes, all interior spaces are designated 100 percent smoke-free to guarantee a fresh environment.	High
General Information	Does Leonardo Boutique Hotel Linz City Center employ multilingual reception staff?	Yes, multilingual team members fluent in German, English and additional languages welcome international guests at reception.	Medium
General Information	Are accessible rooms and facilities available at Leonardo Boutique Hotel Linz City Center for guests with reduced mobility?	Yes, specially adapted guestrooms and barrier-free common areas are available, including lift access and wheelchair-friendly routes.	High
General Information	Does Leonardo Boutique Hotel Linz City Center feature an on-site business centre for guest use?	Yes, a small business centre with computer workstations and printing facilities is available to registered guests.	Medium
General Information	Is an electric-vehicle charging station provided at Leonardo Boutique Hotel Linz City Center?	Yes, an on-site electric-vehicle charging point is located within the underground garage for guest use.	Low
General Information	Can guests at Leonardo Boutique Hotel Linz City Center request allergy-friendly rooms?	Information regarding specifically certified allergy-friendly rooms is currently not available. [VERIFY]	Low
Accommodation & Room Services	Are the guestrooms at Leonardo Boutique Hotel Linz City Center equipped with individual air-conditioning?	Yes, every guestroom features individually controlled air-conditioning to ensure personalised temperature comfort year-round.	High
Accommodation & Room Services	Does every room at Leonardo Boutique Hotel Linz City Center include a mini refrigerator?	Yes, each accommodation category is fitted with a discreet mini refrigerator for chilled drinks and snacks.	High
Accommodation & Room Services	Are tea- and coffee-making facilities provided in all rooms at Leonardo Boutique Hotel Linz City Center?	Yes, an electric kettle with complimentary tea and coffee supplies is provided in every room category.	Medium
Accommodation & Room Services	Is a laptop-size in-room safe available in guestrooms at Leonardo Boutique Hotel Linz City Center?	Yes, a laptop-compatible digital safe is installed in each guestroom for secure personal storage.	Medium
Accommodation & Room Services	Does Leonardo Boutique Hotel Linz City Center offer fully accessible rooms with step-free showers?	Accessible rooms are available; confirmation of step-free roll-in showers should be requested in advance. [VERIFY]	High
Accommodation & Room Services	Can guests at Leonardo Boutique Hotel Linz City Center request hypo-allergenic bedding or extra pillows?	Extra pillows are available on request; dedicated hypo-allergenic bedding requires prior confirmation. [VERIFY]	Low
Accommodation & Room Services	Are blackout curtains installed in the rooms at Leonardo Boutique Hotel Linz City Center for improved sleep comfort?	Information about blackout drapes or light-blocking curtains is currently not confirmed. [VERIFY]	Medium
Accommodation & Room Services	Does Leonardo Boutique Hotel Linz City Center provide baby cots or infant beds upon request?	Yes, complimentary baby cots for infants can be arranged subject to availability at the time of booking.	Low
Accommodation & Room Services	Are sound-proof or noise-reduced rooms available at Leonardo Boutique Hotel Linz City Center?	Yes, all guestrooms feature sound-insulated windows and construction for a noticeably quieter stay in the city centre.	Medium
Food & Beverage	Does Leonardo Boutique Hotel Linz City Center serve a daily international breakfast buffet?	Yes, a generous international buffet breakfast is prepared each morning in the bright breakfast room.	High
Food & Beverage	What are the weekday breakfast hours at Leonardo Boutique Hotel Linz City Center?	On weekdays, breakfast is served from 6:30 am until 10:30 am.	High
Food & Beverage	What are the weekend and public-holiday breakfast hours at Leonardo Boutique Hotel Linz City Center?	On Saturdays, Sundays and public holidays, the buffet remains open from 6:30 am to 11:00 am.	High
Food & Beverage	Does the breakfast buffet at Leonardo Boutique Hotel Linz City Center include gluten-free and lactose-free selections?	Yes, clearly labelled gluten-free and lactose-free items are integrated into the daily breakfast spread without surcharge.	High
Food & Beverage	What is the price per person for the breakfast buffet at Leonardo Boutique Hotel Linz City Center?	The full buffet is priced at €16 per person, payable directly at the restaurant.	High
Food & Beverage	Is there a lobby bar for coffee or evening drinks at Leonardo Boutique Hotel Linz City Center?	Yes, the cosy lobby bar serves specialty coffees, soft drinks and alcoholic beverages throughout the day and evening.	Medium
Food & Beverage	May non-resident visitors enjoy drinks at the lobby bar of Leonardo Boutique Hotel Linz City Center?	External visitors are generally welcome at the lobby bar, subject to seating availability. [VERIFY]	Low
Food & Beverage	Are vending machines with beverages available at Leonardo Boutique Hotel Linz City Center for late-night refreshments?	Yes, self-service vending machines stocked with chilled beverages are accessible for guests around the clock.	Low
Food & Beverage	Does Leonardo Boutique Hotel Linz City Center cater to vegetarian or vegan dietary preferences at breakfast upon request?	Vegetarian selections are standard; vegan alternatives can be prepared with advance notice to the breakfast team. [VERIFY]	Medium
