Category	Question	Answer	Frequency Level
General Information	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels provide multilingual staff at the reception?	Yes, reception personnel speak multiple languages to accommodate international guests and inquiries.	High
General Information	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels offer on-site parking for guests?	Yes, it offers private on-site parking options, subject to availability and fees.	High
General Information	Is Wi-Fi complimentary for all guests at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Yes, high-speed Wi-Fi is provided free of charge throughout all guest areas.	High
General Information	Are there meeting and conference spaces available at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Yes, there are versatile meeting rooms with modern equipment for various events.	Medium
General Information	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels have an accessible lobby and rooms for guests with reduced mobility?	Yes, facilities include barrier-free entrances and specially adapted rooms for reduced-mobility guests.	Medium
General Information	Is the front desk at Hotel Berlin Potsdamer Platz by Leonardo Hotels open 24 hours a day?	Yes, reception operates around the clock to accommodate arrivals and address inquiries.	High
General Information	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels have a family-friendly environment?	Yes, the property welcomes families and provides services for younger guests’ comfort.	Medium
General Information	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels have a loyalty or membership program for returning guests?	Yes, returning guests may join the Leonardo AdvantageCLUB for various member benefits.	Medium
Accommodation & Room Services	Do rooms at Hotel Berlin Potsdamer Platz by Leonardo Hotels include air conditioning?	Yes, all guestrooms feature individually controlled air conditioning for comfortable temperatures.	High
Accommodation & Room Services	Do all rooms at Hotel Berlin Potsdamer Platz by Leonardo Hotels come with coffee and tea facilities?	Yes, in-room coffee and tea-making facilities are provided to enhance guests' convenience.	High
Accommodation & Room Services	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels provide ironing facilities in the rooms or on request?	Yes, ironing equipment is available upon request to accommodate guests' garment-care needs.	Medium
Accommodation & Room Services	Are hairdryers provided in the bathrooms of Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Yes, each bathroom includes a hairdryer for convenient personal grooming needs.	High
