Category	Question	Answer	Frequency Level
General Information	האם מלון יו בוטיק כנרת מציע אינטרנט אלחוטי חופשי בכל שטח המלון?	כן, אינטרנט אלחוטי מהיר וזמין ללא תשלום בכל החדרים, הלובי, אזורי הספא והבריכה.	High
General Information	האם בקבלת המלון יו בוטיק כנרת פועלת קבלה 24 שעות ביממה?	כן, דלפק הקבלה מאויש סביב השעון ומספק שירות לכל שאלה בכל עת.	High
General Information	מהן שעות הצ'ק-אין במלון יו בוטיק כנרת בימי חול, שבתות וחגים?	צ'ק-אין מתבצע בימים ראשון-שישי החל מ-15:00, ובשבתות וחגים יהודיים החל מ-18:00 לאחר צאת השבת.	High
General Information	מהן שעות הצ'ק-אאוט במלון יו בוטיק כנרת?	צ'ק-אאוט בימים ראשון-שישי עד 11:00, ובשבתות וחגים עד 14:00 בכפוף לזמינות.	High
General Information	האם מלון יו בוטיק כנרת מתאים למשפחות וכולל חדרי משפחה?	כן, במלון חדרי משפחה מרווחים, בריכת ילדים ושירותי תינוקות ייעודיים למשפחות.	Medium
General Information	האם במלון יו בוטיק כנרת קיימות מעליות וגישה מלאה לאורחים עם מוגבלויות?	כן, בכל אגפי המלון יש מעליות, חדרים נגישים וגישה מלאה לכיסאות גלגלים.	High
General Information	כמה חדרים יש במלון יו בוטיק כנרת ומהם סוגי החדרים הזמינים?	במלון 62 יחידות אירוח מסוג סופיריור, דלוקס עם מרפסת, ופנורמה הצופות לכנרת.	Low
General Information	האם מלון יו בוטיק כנרת שייך לרשת פתאל/לאונרדו?	כן, המלון מופעל על-ידי רשת פתאל ונכלל במותג מלונות לאונרדו.	Medium
General Information	האם ניתן להצטרף למועדון AdvantageCLUB דרך מלון יו בוטיק כנרת לקבלת הטבות?	כן, אורחים יכולים להצטרף במלון למועדון AdvantageCLUB ולצבור נקודות והטבות עתידיות.	Low
General Information	האם מלון יו בוטיק כנרת מוגדר כמלון ללא-עישון?	כן, המלון הינו ללא-עישון; עישון מותר רק במתחמי חוץ מסומנים.	Medium
Accommodation & Room Services	האם בכל חדר במלון יו בוטיק כנרת יש מיני-בר ומכונת/ערכת קפה?	כן, כל חדר מצויד במיני-בר קר ובמכונת אספרסו או ערכת קפה ותה לשימוש חופשי.	High
Accommodation & Room Services	האם חדרי מלון יו בוטיק כנרת כוללים מוצרי טיפוח של L'Occitane ללא תשלום נוסף?	כן, חדרי הרחצה מציעים מוצרי טיפוח איכותיים של L'Occitane ללא כל עלות נוספת.	High
Accommodation & Room Services	האם במלון יו בוטיק כנרת מוצעים חדרי דלוקס עם מרפסת ונוף ישיר לכנרת?	כן, קיימים חדרי דלוקס עם מרפסת פרטית הצופה ישירות אל מי הכנרת השלווים.	Medium
Accommodation & Room Services	האם מלון יו בוטיק כנרת מספק מצעים היפואלרגניים או כריות נוספות על-פי דרישה?	כן, ניתן לבקש מצעים היפואלרגניים או כריות נוספות מראש והם יסופקו בכפוף לזמינות. [VERIFY]	Low
Accommodation & Room Services	האם קיימות סוויטות במלון יו בוטיק כנרת עם אזור ישיבה נפרד?	כן, סוויטות וחדרי פנורמה מציעים אזור ישיבה נפרד לאירוח ולמנוחה שלווה.	Medium
