Category	Question	Answer	Frequency Level
General Information	האם מלון לאונרדו פלאזה אשדוד מציע אינטרנט אלחוטי חינם בכל רחבי המלון?	כן, אינטרנט אלחוטי מהיר וחינמי פועל בחדרים, בלובי ובכל המרחבים הציבוריים ללא הגבלת זמן או נפח.	High
General Information	האם דלפק הקבלה במלון לאונרדו פלאזה אשדוד פועל 24 שעות ביממה?	כן, דלפק הקבלה מאויש מסביב לשעון, ומספק צ'ק-אין, מידע וסיוע בכל שעה.	High
General Information	האם קיימת חניה עצמית ללא תשלום לאורחי מלון לאונרדו פלאזה אשדוד?	כן, חניה עצמית מאובטחת מוצעת ללא תשלום ליד הכניסה הראשית לאורך כל היממה.	High
General Information	האם מלון לאונרדו פלאזה אשדוד מתאים למשפחות ומציע חדרי משפחה מרווחים?	כן, חדרי משפחה מרווחים, אופציה לחדרים מחוברים ומועדון ילדים הופכים אותו לבחירה מועדפת למשפחות.	Medium
General Information	האם מלון לאונרדו פלאזה אשדוד נגיש לבעלי מוגבלויות וכמה חדרים מותאמים זמינים?	כן, המלון נגיש במלואו ומעמיד ארבעה חדרים מותאמים עם מקלחות ואביזרי בטיחות תואמים.	Medium
General Information	האם צוות מלון לאונרדו פלאזה אשדוד דובר שפות מרובות, כולל אנגלית, צרפתית, עברית ורוסית?	כן, אנשי השירות דוברי עברית, אנגלית, צרפתית ורוסית ומעניקים מענה מקצועי בשפות אלו.	Medium
General Information	האם שירות קונסיירז' זמין לאורחי מלון לאונרדו פלאזה אשדוד?	כן, שירות קונסיירז' אישי עומד לרשות האורחים להזמנות מסעדות, כרטיסים והסעות בכל עת.	Low
General Information	האם במלון לאונרדו פלאזה אשדוד יש מרכז עסקים וחדרי ישיבות לאירועים פרטיים או מקצועיים?	כן, טרקלין עסקים מאובזר ושישה אולמות כנסים מודולריים ערוכים לאירועים עסקיים ופרטיים כאחד.	Medium
General Information	האם שירות “Welcome Baby” מוצע למשפחות השוהות במלון לאונרדו פלאזה אשדוד?	כן, חבילת “Welcome Baby” כוללת עריסה, אמבט תינוק, משטח החתלה וקומקום ללא תשלום נוסף.	Low
Accommodation & Room Services	אילו סוגי חדרים וסוויטות מציע מלון לאונרדו פלאזה אשדוד?	המלון מציע 183 יחידות: חדרי דלקס זוגיים או טריפל, חדרי אקזקיוטיב עם נוף לים, חדרים עם מרפסת וסוויטות ג'וניור וגרנד מרווחות.	High
Accommodation & Room Services	האם כל חדרי מלון לאונרדו פלאזה אשדוד כוללים ערכת קפה ותֵה ללא תשלום?	כן, בכל חדר ערכת קפה ותה חשמלית עם קפסולות, שקיות תה, סוכר וחלבון.	Medium
Accommodation & Room Services	האם בחדרי מלון לאונרדו פלאזה אשדוד יש מיניבר או מקרר קטן?	כן, מיני-בר מצונן מותקן בכל חדר לאחסון משקאות וחטיפים אישיים.	Medium
