Category	Question	Answer	Frequency Level
General Information	האם מלון לאונרדו פלאזה נתניה מציע אינטרנט-Wi-Fi חופשי בכל שטחיו?	כן, גלישת Wi-Fi אלחוטית ללא תשלום זמינה בכל חדרי המלון ובשטחים הציבוריים.	High
General Information	האם במלון לאונרדו פלאזה נתניה פועל דלפק קבלה 24 שעות ביממה?	כן, דלפק הקבלה מאויש סביב השעון ומספק מענה ושירות בכל שעה.	High
General Information	מהן שעות הצ'ק-אין במלון לאונרדו פלאזה נתניה בימי חול?	צ'ק-אין בימים ראשון עד שישי מתחיל בשעה 15:00 אחר הצהריים.	High
General Information	מהן שעות הצ'ק-אאוט במלון לאונרדו פלאזה נתניה בשבתות ובחגים?	צ'ק-אאוט בשבתות ובחגים מתבצע עד השעה 14:00 בצהריים.	Medium
General Information	האם מלון לאונרדו פלאזה נתניה מתאים לאירוח משפחות עם ילדים?	כן, החדרים המשפחתיים, חבילת Welcome Baby והבריכה העונתית הופכים אותו לבחירה ידידותית לילדים.	High
General Information	האם במלון לאונרדו פלאזה נתניה קיימים חדרים מונגשים לאורחים בעלי מוגבלויות?	כן, מספר חדרים ומתקנים ציבוריים מותאמים במלואם לנגישות פיזית.	High
General Information	האם צוות מלון לאונרדו פלאזה נתניה מעניק שירות קונסיירז' לאורחיו?	כן, צוות הקונסיירז' עומד לעזרת האורחים בסידורי תיירות, תיאומי תחבורה והמלצות מקומיות.	Medium
General Information	האם במלון לאונרדו פלאזה נתניה קיים חניון או הסדר חניה סמוך ומהי העלות?	כן, חניה ציבורית סמוכה זמינה בתשלום יומי של כ-60 ₪, בהתאם לתפוסה.	High
General Information	אילו שפות מדברים אנשי הצוות במלון לאונרדו פלאזה נתניה?	הצוות דובר עברית, אנגלית, צרפתית ורוסית ומסייע בנוחות לאורחים בינלאומיים.	Medium
Accommodation & Room Services	אילו סוגי חדרים וסוויטות זמינים להזמנה במלון לאונרדו פלאזה נתניה?	המבחר כולל חדרי דלקס, גרנד דלקס, קלאב עם מרפסת, ג'וניור סוויטה וסוויטות אקזקיוטיב מפוארות.	High
Accommodation & Room Services	האם בחדרי מלון לאונרדו פלאזה נתניה יש מיני-בר לשימוש האורחים?	כן, בכל חדר מותקן מיני-בר מצויד למשקאות וחטיפים בתשלום.	High
Accommodation & Room Services	האם בחדרי מלון לאונרדו פלאזה נתניה קיימים מתקני להכנת קפה ותה?	כן, קומקום חשמלי ומתקני קפה ותה זמינים בכל חדר לאירוח נוח.	High
Accommodation & Room Services	האם ניתן לקבל עריסת תינוק בחדר במלון לאונרדו פלאזה נתניה ומהי העלות?	כן, עריסת תינוק מסופקת על-פי דרישה בעלות של ‎₪55 ללילה, בכפוף לזמינות.	Medium
Accommodation & Room Services	האם מלון לאונרדו פלאזה נתניה מציע שירות חדרים במהלך היום והלילה?	כן, שירות חדרים פועל משעות הבוקר ועד הלילה ומאפשר הזמנת מאכלים ומשקאות.	Medium
Accommodation & Room Services	האם ניתן להזמין חדרים עם דלת מקשרת במלון לאונרדו פלאזה נתניה?	כן, קיימים חדרים עם דלת מקשרת והזמנה מותנית באישור וזמינות מראש.	Medium
Accommodation & Room Services	האם חדרי מלון לאונרדו פלאזה נתניה כוללים כספת אישית לשמירת חפצי ערך?	כן, בכל חדר מותקנת כספת אישית אלקטרונית לשימוש חופשי של האורחים.	Medium
Accommodation & Room Services	האם בחדרי מלון לאונרדו פלאזה נתניה מסופקים חלוקי רחצה ונעלי בית?	כן, חלוקי רחצה רכים ונעלי בית נכללים בערכה האישית בכל חדר וסוויטה.	Medium
Accommodation & Room Services	האם מלון לאונרדו פלאזה נתניה מעניק שירותי כביסה וגיהוץ בתשלום?	כן, שירותי כביסה, ניקוי יבש וגיהוץ זמינים בתשלום ובאיסוף ישיר מהחדר.	High
Food & Beverage	האם מלון לאונרדו פלאזה נתניה מגיש ארוחת בוקר עשירה בסגנון בופה?	כן, במסעדת אגמים מוגשת מדי בוקר ארוחת בופה ישראלית-ים תיכונית מגוונת.	High
Food & Beverage	מהן שעות ההגשה של ארוחת הבוקר במלון לאונרדו פלאזה נתניה?	ארוחת הבוקר מוגשת בין השעות 07:00 ל-10:30 בכל ימות השבוע.	Medium
Food & Beverage	האם מסעדת מלון לאונרדו פלאזה נתניה פועלת בכשרות מוסמכת?	כן, המסעדה פועלת תחת פיקוח כשרות מוסמך ומציעה מנות כשרות מלאות.	High
Food & Beverage	האם מלון לאונרדו פלאזה נתניה מציע תפריטים מותאמים לצמחונים ולטבעונים?	כן, ניתן להזמין מנות צמחוניות וטבעוניות מראש, בהתאמה אישית עם השף.	Medium
Food & Beverage	האם קיים בר לובי פעיל במלון לאונרדו פלאזה נתניה?	כן, לובי-בר אלגנטי מגיש משקאות חמים, קוקטיילים ונשנושים לאורך היום.	High
Food & Beverage	האם ניתן להזמין שירות ארוחת בוקר לחדר במלון לאונרדו פלאזה נתניה?	כן, באמצעות שירות החדרים ניתן לקבל את ארוחת הבוקר ישירות לחדר.	Medium
Food & Beverage	האם ילדים מתקבלים בבר או במסעדת מלון לאונרדו פלאזה נתניה?	כן, ילדים מתקבלים בשמחה בבר ובמסעדה, וכסאות ילדים מסופקים על פי צורך.	Medium
Food & Beverage	האם מלון לאונרדו פלאזה נתניה מגיש גם ארוחות ערב במסעדתו?	כן, מסעדת אגמים מגישה ארוחות ערב עשירות בסגנון ים-תיכוני וכשר.	Medium
Food & Beverage	האם קיימות אופציות ללא גלוטן במלון לאונרדו פלאזה נתניה?	כן, מנות ללא גלוטן זמינות בבופה ובתפריט על-פי בקשה מראש.	Medium
Policies & Terms	מהי מדיניות הביטול להזמנות במלון לאונרדו פלאזה נתניה?	נכון לעכשיו, תנאי הביטול משתנים לפי סוג החדר וה tarifa; הפרטים מוצגים בעת ההזמנה.	High
Policies & Terms	האם מלון לאונרדו פלאזה נתניה מאפשר צ'ק-אין מוקדם או צ'ק-אאוט מאוחר בתוספת תשלום?	כן, כניסה מוקדמת או עזיבה מאוחרת אפשריות בכפוף לזמינות ובתשלום נוסף.	Medium
Policies & Terms	האם נדרש פיקדון ביטחון בעת הצ'ק-אין במלון לאונרדו פלאזה נתניה?	לא נדרש פיקדון מזומן, אך פרטי כרטיס אשראי נלקחים לביטחון. [VERIFY]	Medium
Policies & Terms	מהו הגיל המינימלי לביצוע צ'ק-אין במלון לאונרדו פלאזה נתניה?	הגיל המינימלי לביצוע צ'ק-אין עומד על 18 שנים.	High
Policies & Terms	האם מלון לאונרדו פלאזה נתניה מקבל חיות שירות בלבד ואוסר על חיות מחמד אחרות?	כן, כניסת חיות מחמד אסורה למעט כלבי שירות מוסמכים.	High
Policies & Terms	האם אורחים במלון לאונרדו פלאזה נתניה מחויבים בתשלום מע״מ ישראלי?	כן, אזרחי ותושבי ישראל חייבים במע״מ; בעלי אשרת תייר פטורים מתשלום המס.	Medium
Policies & Terms	האם מלון לאונרדו פלאזה נתניה מציע שירות אחסון מזוודות ביום העזיבה?	כן, שירות שמירת חפצים בחינם זמין לפני הצ'ק-אין ולאחר הצ'ק-אאוט.	Medium
Policies & Terms	אילו אמצעי תשלום מקובלים במלון לאונרדו פלאזה נתניה?	המלון מקבל כרטיסי Visa, MasterCard, American Express, Diners וכן תשלום במזומן בשקלים.	Low
Location & Transportation	היכן בדיוק שוכן מלון לאונרדו פלאזה נתניה ביחס לכיכר העצמאות בעיר?	כן, המלון ממוקם ממש על כיכר העצמאות ומציע חדרים הפונים אל הכיכר.	High
Location & Transportation	כמה דקות הליכה מפרידות בין מלון לאונרדו פלאזה נתניה לחוף הים הקרוב?	כ-3–4 דקות הליכה נעימות מובילות מן הלובי אל חוף הרצל הסמוך.	High
Location & Transportation	מה המרחק בין מלון לאונרדו פלאזה נתניה לתחנת הרכבת נתניה?	המרחק לתחנת הרכבת נתניה הוא כ-2.8 ק״מ, כ-10 דקות נסיעה ברכב.	Medium
Location & Transportation	האם מלון לאונרדו פלאזה נתניה מציע שירות הסעות לשדה התעופה בן-גוריון?	כן, ניתן להזמין הסעת VIP או מיניבוס לשדה התעופה בתשלום מראש.	High
Location & Transportation	האם ניתן לשכור אופניים דרך מלון לאונרדו פלאזה נתניה לטיול בטיילת?	כן, דלפק הקבלה מסייע בהשכרת אופניים לטיולים לאורך הטיילת והכיכר.	Medium
Location & Transportation	האם קיימת עמדת טעינה לרכב חשמלי בחניון הסמוך למלון לאונרדו פלאזה נתניה?	כן, בחניון הציבורי הסמוך מוצבת עמדת טעינה לרכב חשמלי לשימוש האורחים.	Medium
Location & Transportation	אילו אטרקציות מרכזיות נמצאות במרחק הליכה ממלון לאונרדו פלאזה נתניה?	כיכר העצמאות, הטיילת, האמפיתיאטרון וחוף סירונית נמצאים כולם במרחק הליכה קצר.	Medium
