Category	Question	Answer	Frequency Level
General Information	Does Leonardo Hotel Hamburg-Stillhorn provide complimentary Wi-Fi throughout the hotel?	Yes, complimentary high-speed Wi-Fi is available in all guestrooms, public areas and meeting rooms.	High
General Information	Is the reception desk at Leonardo Hotel Hamburg-Stillhorn staffed 24 hours a day?	Yes, the reception is staffed around the clock so arrivals and enquiries are handled 24 hours a day.	High
General Information	What are the standard check-in and check-out times at Leonardo Hotel Hamburg-Stillhorn?	Check-in begins at 15:00 and check-out is requested by 12:00 noon.	High
General Information	Does Leonardo Hotel Hamburg-Stillhorn offer dedicated non-smoking rooms?	Yes, the property designates a large proportion of its guestrooms as non-smoking only.	Medium
General Information	Are the team members at Leonardo Hotel Hamburg-Stillhorn able to assist guests in multiple languages?	Yes, front-office staff speak German and English and can assist in additional languages when available.	Medium
General Information	How many meeting and conference rooms does Leonardo Hotel Hamburg-Stillhorn feature?	The hotel provides 11 multifunctional conference rooms accommodating up to 200 delegates. [VERIFY]	Medium
General Information	Does Leonardo Hotel Hamburg-Stillhorn provide on-site parking for hotel guests?	Yes, a substantial outdoor car park is located directly in front of the hotel and is available to guests for a small daily fee. [VERIFY]	High
General Information	Is there an electric vehicle charging station available at Leonardo Hotel Hamburg-Stillhorn?	Currently, no on-site electric vehicle charging points are listed for the property. [VERIFY]	Low
General Information	Are accessible facilities provided for guests with reduced mobility at Leonardo Hotel Hamburg-Stillhorn?	Yes, step-free access, adapted public restrooms and specially equipped accessible guestrooms are provided.	Medium
General Information	How many guestrooms are available at Leonardo Hotel Hamburg-Stillhorn?	The hotel offers 150 comfortably furnished guestrooms and suites. [VERIFY]	Low
Accommodation & Room Services	Are the rooms at Leonardo Hotel Hamburg-Stillhorn equipped with air conditioning?	Yes, all guestrooms feature individually controlled air-conditioning.	High
Accommodation & Room Services	Does every room at Leonardo Hotel Hamburg-Stillhorn include tea and coffee making facilities?	Yes, a kettle with complimentary tea and coffee supplies is provided in each room. [VERIFY]	High
Accommodation & Room Services	Is a minibar available in the guestrooms at Leonardo Hotel Hamburg-Stillhorn?	Yes, every room is fitted with a minibar stocked with a selection of drinks.	High
Accommodation & Room Services	Can guests at Leonardo Hotel Hamburg-Stillhorn request hypo-allergenic bedding or extra pillows?	Yes, housekeeping will supply hypo-allergenic bedding or additional pillows on request at no extra charge.	Medium
Accommodation & Room Services	Is an iron and ironing board provided in-room or available on request at Leonardo Hotel Hamburg-Stillhorn?	Yes, an iron and ironing board can be borrowed from reception at any time.	Medium
Accommodation & Room Services	Does Leonardo Hotel Hamburg-Stillhorn provide an in-room safe for valuables?	Yes, each guestroom contains a laptop-size safe free of charge.	Medium
Accommodation & Room Services	Are complimentary toiletries supplied in the bathrooms at Leonardo Hotel Hamburg-Stillhorn?	Yes, bathrooms are stocked with complimentary toiletries including shampoo, shower gel and soap.	High
Accommodation & Room Services	Is 24-hour room service offered at Leonardo Hotel Hamburg-Stillhorn?	Currently, room service operates during restaurant hours but is not available 24 hours. [VERIFY]	Medium
Accommodation & Room Services	Does Leonardo Hotel Hamburg-Stillhorn have a laundry and dry-cleaning service for guests?	Yes, same-day laundry and external dry-cleaning services can be arranged through reception.	Medium
Accommodation & Room Services	Are fully accessible guestrooms available at Leonardo Hotel Hamburg-Stillhorn?	Yes, the hotel has specially adapted guestrooms that meet accessibility standards and can be reserved in advance.	Medium
Food & Beverage	Does Leonardo Hotel Hamburg-Stillhorn serve a daily breakfast buffet?	Yes, a full hot and cold buffet breakfast is prepared every morning in the restaurant.	High
Food & Beverage	What are the breakfast hours at Leonardo Hotel Hamburg-Stillhorn?	Breakfast is served Monday–Friday 06:30–10:30 and weekends 06:30–11:00. [VERIFY]	High
Food & Beverage	Does the restaurant at Leonardo Hotel Hamburg-Stillhorn cater for vegetarian or vegan dietary requirements?	Yes, vegetarian and vegan dishes are permanently included and further options can be prepared on request.	Medium
Food & Beverage	Are gluten-free options available at the breakfast buffet of Leonardo Hotel Hamburg-Stillhorn?	Yes, gluten-free bread and cereals are available; guests are asked to notify staff for special items.	Medium
Food & Beverage	Does Leonardo Hotel Hamburg-Stillhorn provide lunch and dinner service in its on-site restaurant?	Yes, the on-site restaurant offers both à-la-carte lunch and dinner service daily.	High
Food & Beverage	Is the bar at Leonardo Hotel Hamburg-Stillhorn open to non-resident guests?	Yes, the cosy bar welcomes both hotel residents and external visitors.	Low
Food & Beverage	Are late-night snacks available through room service at Leonardo Hotel Hamburg-Stillhorn?	Yes, a limited late-night snack menu can be ordered to the room outside restaurant hours. [VERIFY]	Low
Food & Beverage	Does Leonardo Hotel Hamburg-Stillhorn offer a children’s menu in the restaurant?	Yes, a separate children’s menu with smaller portions is available on request. [VERIFY]	Low
Policies & Terms	What is the standard cancellation policy for reservations made directly with Leonardo Hotel Hamburg-Stillhorn?	Flexible rates can be cancelled free of charge until 18:00 on the day of arrival; special and pre-paid rates are non-refundable. [VERIFY]	High
Policies & Terms	Does Leonardo Hotel Hamburg-Stillhorn accept pets, and what fee applies?	Yes, pets are welcome on request for a cleaning surcharge of approximately €15 per night.	High
Policies & Terms	What is the minimum age requirement for check-in at Leonardo Hotel Hamburg-Stillhorn?	Guests must be at least 18 years old to check in without a guardian.	Medium
Policies & Terms	Is a damage deposit or pre-authorisation required at check-in at Leonardo Hotel Hamburg-Stillhorn?	Yes, a credit card pre-authorisation covering the total stay and incidental charges is taken at check-in.	Medium
Policies & Terms	Does Leonardo Hotel Hamburg-Stillhorn provide complimentary baggage storage before check-in or after check-out?	Yes, luggage can be stored free of charge at the reception before check-in or after check-out.	High
Policies & Terms	Are early check-in and late check-out options available at Leonardo Hotel Hamburg-Stillhorn?	Yes, both services can be arranged in advance or on the day, subject to availability and an additional fee.	High
Policies & Terms	What is the smoking policy at Leonardo Hotel Hamburg-Stillhorn?	Smoking is prohibited in all interior areas; designated outdoor smoking zones are provided.	High
Policies & Terms	Are special conditions applied to group bookings at Leonardo Hotel Hamburg-Stillhorn?	Yes, group bookings generally require a written contract, deposit and separate cancellation deadlines.	Medium
Policies & Terms	Does Leonardo Hotel Hamburg-Stillhorn offer express check-in or express check-out services?	Yes, express check-in and fast check-out are available for guests who request the service in advance. [VERIFY]	Medium
