Category	Question	Answer	Frequency Level
General Information	Does Leonardo Hotel Antwerpen provide complimentary high-speed Wi-Fi throughout the entire property?	Yes, complimentary high-speed Wi-Fi is available throughout guestrooms, public areas and meeting spaces.	High
General Information	Is the front desk at Leonardo Hotel Antwerpen staffed 24 hours a day?	Yes, the reception desk operates 24 hours daily, providing continuous assistance and security.	High
General Information	What are the official check-in and check-out times at Leonardo Hotel Antwerpen?	Check-in begins at 15:00, while check-out is requested by 12:00 noon.	High
General Information	How many guest rooms and suites are available at Leonardo Hotel Antwerpen?	The property offers 108 contemporary guest rooms and suites across several categories.	Medium
General Information	Does Leonardo Hotel Antwerpen have multilingual team members to assist international guests?	Yes, team members speak English, Dutch, French, Spanish and other languages to assist international guests.	Medium
General Information	Is Leonardo Hotel Antwerpen a fully non-smoking hotel?	Yes, all rooms, public areas and the terrace are strictly non-smoking.	Medium
General Information	Does Leonardo Hotel Antwerpen offer elevator access to all accommodation floors?	Yes, a guest elevator provides step-free access to every accommodation floor.	Medium
General Information	Does Leonardo Hotel Antwerpen hold an eco-certification such as the Green Key label?	Yes, the property is Green Key certified, underscoring its sustainable operating practices.	Low
General Information	Does Leonardo Hotel Antwerpen provide express check-in and express check-out services?	Yes, express check-in and check-out are available for swift arrivals and departures.	Low
Accommodation & Room Services	Do all rooms at Leonardo Hotel Antwerpen feature individual air-conditioning?	Yes, every room is fitted with individually controlled air-conditioning for personalised comfort.	High
Accommodation & Room Services	Are tea- and coffee-making facilities provided in every room at Leonardo Hotel Antwerpen?	Yes, complimentary tea- and coffee-making facilities are provided in all guest rooms.	High
Accommodation & Room Services	Does Leonardo Hotel Antwerpen offer a minibar or small refrigerator in guest rooms?	Yes, each guest room includes a stocked minibar for chilled drinks and snacks.	Medium
Accommodation & Room Services	Are baby cots available at Leonardo Hotel Antwerpen, and what is the nightly charge?	Yes, baby cots are available on request at a supplement of €10 per night.	Medium
Accommodation & Room Services	Does Leonardo Hotel Antwerpen supply complimentary toiletries in every bathroom?	Yes, bathrooms are equipped with complimentary branded toiletries refreshed daily.	Medium
Accommodation & Room Services	Is late-night or 24-hour room service available at Leonardo Hotel Antwerpen?	Room service is available throughout the day and night for food and beverages. [VERIFY]	Medium
Accommodation & Room Services	Does Leonardo Hotel Antwerpen provide a laundry and dry-cleaning service for guests?	Yes, professional laundry and same-day dry-cleaning can be arranged via housekeeping.	Medium
Accommodation & Room Services	Are in-room safety deposit boxes available at Leonardo Hotel Antwerpen?	Yes, every room features an electronic safe for secure storage of valuables.	Low
Accommodation & Room Services	Is hypo-allergenic bedding offered at Leonardo Hotel Antwerpen upon request?	Yes, hypo-allergenic bedding can be prepared on request for sensitive sleepers.	Low
Food & Beverage	Does Leonardo Hotel Antwerpen serve a daily breakfast buffet?	Yes, a plentiful hot and cold buffet breakfast is served each morning.	High
Food & Beverage	What are the breakfast hours at Leonardo Hotel Antwerpen on weekdays and weekends?	Breakfast is served 07:00–10:00 Monday–Friday and 07:30–10:30 on Saturdays and Sundays.	Low
Food & Beverage	Does the breakfast at Leonardo Hotel Antwerpen include vegetarian, halal or gluten-free options?	Yes, the buffet includes clearly labelled vegetarian, halal and gluten-free selections.	Medium
Food & Beverage	Is the bar at Leonardo Hotel Antwerpen open 24 hours a day?	Yes, the lobby bar operates 24 hours daily for drinks and light snacks.	Medium
Food & Beverage	Does Leonardo Hotel Antwerpen provide a Grab’n’Go snack service?	Yes, a convenient Grab’n’Go station offers packaged snacks and beverages all day.	Medium
Food & Beverage	Can guests enjoy Belgian beers at the bar of Leonardo Hotel Antwerpen?	Yes, the bar features a curated menu of popular and craft Belgian beers.	Medium
Food & Beverage	Is there an outdoor terrace for drinks at Leonardo Hotel Antwerpen?	Yes, a furnished outdoor terrace invites guests to enjoy drinks in the open air.	Medium
Food & Beverage	Does Leonardo Hotel Antwerpen offer room service for food and beverages?	Yes, meals and beverages can be delivered to guest rooms via room-service ordering. [VERIFY]	Medium
Policies & Terms	What is the minimum age required to check in at Leonardo Hotel Antwerpen?	The minimum age to check in unaccompanied is 18 years.	Low
Policies & Terms	Does Leonardo Hotel Antwerpen allow pets or service animals?	No, pets are not permitted; certified assistance animals may be accommodated upon prior request. [VERIFY]	High
Policies & Terms	Does Leonardo Hotel Antwerpen provide private underground parking, and what is the daily fee?	Yes, limited underground parking is available at €21 per day, subject to availability.	High
Policies & Terms	What is the maximum vehicle height permitted in the car park at Leonardo Hotel Antwerpen?	The underground car park accommodates vehicles up to 1.85 metres in height.	Medium
Policies & Terms	Is a security or breakage deposit required at Leonardo Hotel Antwerpen, and if so, how much?	Information is currently not available. [VERIFY]	Low
Policies & Terms	Does Leonardo Hotel Antwerpen offer baggage storage before check-in or after check-out?	Yes, complimentary baggage storage is provided both before arrival and after departure.	Medium
Policies & Terms	Are express check-in and express check-out options available at Leonardo Hotel Antwerpen?	See earlier answer—express check-in and check-out are offered. [duplicate]	Low
Policies & Terms	What are the cancellation terms for standard reservations at Leonardo Hotel Antwerpen?	Information is currently not available. [VERIFY]	Medium
Policies & Terms	Are special conditions in place for group bookings at Leonardo Hotel Antwerpen?	Yes, bookings of ten rooms or more are subject to separate group terms and deposits. [VERIFY]	Low
Location & Transportation	How close is Leonardo Hotel Antwerpen to Antwerp Central Station?	It stands directly opposite Antwerp Central Station, about 100 metres or one minute’s walk.	High
Location & Transportation	Is Antwerp Zoo within walking distance of Leonardo Hotel Antwerpen?	Yes, Antwerp Zoo is roughly 100 metres away, easily reached in two minutes on foot.	High
Location & Transportation	Does Leonardo Hotel Antwerpen provide an airport shuttle service?	Yes, private airport shuttle transfers can be arranged through reception for an additional fee.	Medium
Location & Transportation	Is the Express Bus to Brussels Airport accessible near Leonardo Hotel Antwerpen?	Yes, the Brussels Airport Express bus stop is located about 100 metres from the hotel.	Low
Location & Transportation	How far is Leonardo Hotel Antwerpen from Brussels International Airport?	The hotel is approximately 45 kilometres from Brussels International Airport.	Low
Location & Transportation	Does Leonardo Hotel Antwerpen offer on-site bicycle rental for exploring Antwerp?	Yes, bicycles can be rented on-site for exploring the city at leisure.	Medium
Location & Transportation	Is there an underground public car park directly opposite Leonardo Hotel Antwerpen?	Yes, an underground public car park is situated directly opposite the main entrance.	Medium
Location & Transportation	What is the walking distance from Leonardo Hotel Antwerpen to the Diamond District?	The Diamond District begins around 500 metres away, roughly a five-minute walk.	Low
Location & Transportation	Can taxi or private transfer services be arranged through Leonardo Hotel Antwerpen?	Yes, the concierge team can book taxis or private transfers at any time.	Low
Activities & Entertainment	Does Leonardo Hotel Antwerpen feature an on-site fitness centre?	Yes, an air-conditioned fitness room with modern gym equipment is available to guests.	High
Activities & Entertainment	Are bicycles available to rent at Leonardo Hotel Antwerpen?	See earlier answer—bicycles can be rented directly from the hotel. [duplicate]	Medium
Activities & Entertainment	Does Leonardo Hotel Antwerpen have an outdoor terrace for relaxing or social events?	Yes, a spacious outdoor terrace provides an inviting setting for relaxation and small gatherings.	Medium
Activities & Entertainment	Is there a lounge area for guests to socialise at Leonardo Hotel Antwerpen?	Yes, an elegant indoor lounge offers comfortable seating for socialising or informal meetings.	Medium
Activities & Entertainment	Does Leonardo Hotel Antwerpen provide maps or recommendations for jogging and cycling routes nearby?	Information is currently not available. [VERIFY]	Low
Activities & Entertainment	Are there any family-friendly activities organised by Leonardo Hotel Antwerpen?	Information is currently not available. [VERIFY]	Low
Activities & Entertainment	Does Leonardo Hotel Antwerpen offer discounted tickets or concierge assistance for nearby attractions such as Antwerp Zoo?	Yes, the front desk can arrange attraction tickets and provide concierge assistance upon request. [VERIFY]	Low
Activities & Entertainment	Is live music or evening entertainment available at the bar of Leonardo Hotel Antwerpen?	Information is currently not available. [VERIFY]	Low
