Category	Question	Answer	Frequency Level
General Information	Does Leonardo Hotel Antwerp the Plaza provide complimentary high-speed Wi-Fi throughout the property?	Yes, complimentary high-speed Wi-Fi is available in all guestrooms and public areas, allowing continuous connectivity during the stay.	High
General Information	Does Leonardo Hotel Antwerp the Plaza operate a 24-hour front desk for guest assistance at any time?	Yes, a courteous reception team is on duty 24 hours each day to assist with arrivals, departures and general enquiries.	High
General Information	What is the official star rating of Leonardo Hotel Antwerp the Plaza?	The property proudly holds an official four-star classification under Belgian hospitality standards.	Medium
General Information	How many guest rooms are available at Leonardo Hotel Antwerp the Plaza?	The hotel offers 87 elegantly appointed rooms and suites for discerning travellers.	Low
General Information	Is Leonardo Hotel Antwerp the Plaza a fully non-smoking hotel?	Yes, the premises are entirely non-smoking, with no indoor areas designated for smoking.	Medium
General Information	Does Leonardo Hotel Antwerp the Plaza employ multilingual staff to assist international travellers?	Yes, multilingual staff members are available, enabling smooth communication in several major languages.	Medium
General Information	Does Leonardo Hotel Antwerp the Plaza feature an electric-vehicle charging station in its private car park?	Yes, an electric-vehicle charging station is installed within the secure underground garage for guest use.	Low
General Information	Is there an elevator at Leonardo Hotel Antwerp the Plaza providing step-free access to all floors?	Yes, a modern elevator offers step-free access to every guest floor and facility.	Medium
Accommodation & Room Services	Are all guestrooms at Leonardo Hotel Antwerp the Plaza equipped with individual air-conditioning?	Yes, each guestroom is fitted with individually controlled air-conditioning for personalised climate comfort.	High
Accommodation & Room Services	Do the rooms at Leonardo Hotel Antwerp the Plaza include tea and coffee-making facilities?	Yes, complimentary tea- and coffee-making facilities are provided in every accommodation category.	High
Accommodation & Room Services	Is a minibar provided in every guest room at Leonardo Hotel Antwerp the Plaza?	Yes, all rooms include a stocked minibar offering convenient in-room refreshments.	Medium
Accommodation & Room Services	Do bathrooms at Leonardo Hotel Antwerp the Plaza offer complimentary Sea of Spa toiletries?	Yes, bathrooms are supplied with complimentary premium Sea of Spa bath amenities for guest enjoyment.	Low
Accommodation & Room Services	Does Leonardo Hotel Antwerp the Plaza offer 24-hour room service for in-room dining?	Yes, 24-hour room service is available, allowing guests to dine privately at any hour.	Medium
Accommodation & Room Services	Are walk-in dressing rooms available in certain accommodations at Leonardo Hotel Antwerp the Plaza?	Yes, selected room types feature a spacious walk-in dressing room for added convenience.	Low
Accommodation & Room Services	Can guests request baby cots for their rooms at Leonardo Hotel Antwerp the Plaza?	Yes, baby cots can be requested in advance and are provided for an additional €10.	Medium
Accommodation & Room Services	Do selected rooms at Leonardo Hotel Antwerp the Plaza feature a private balcony?	Yes, a limited number of rooms include a private furnished balcony overlooking the courtyard.	Low
Accommodation & Room Services	Is professional laundry and dry-cleaning service provided by Leonardo Hotel Antwerp the Plaza?	Yes, professional laundry and same-day dry-cleaning services are available upon request.	Medium
Food & Beverage	Does Leonardo Hotel Antwerp the Plaza serve a daily buffet breakfast?	Yes, a generous continental buffet breakfast is served every morning in The Orangerie.	High
Food & Beverage	What are the weekday breakfast hours at Leonardo Hotel Antwerp the Plaza?	On weekdays, the breakfast buffet is available from 07:00 until 10:00 each morning.	High
Food & Beverage	What are the weekend breakfast hours at Leonardo Hotel Antwerp the Plaza?	On Saturdays and Sundays, breakfast is served from 07:30 through 10:30 in the morning.	High
Food & Beverage	What is the price per person for the breakfast buffet at Leonardo Hotel Antwerp the Plaza?	The buffet is currently priced at €21.50 per person when not included in the rate.	Medium
Food & Beverage	Does Leonardo Hotel Antwerp the Plaza cater for vegetarian, vegan or halal dietary requirements at breakfast?	Yes, the buffet includes vegetarian choices and halal options, while vegan items can be prepared on request.	Medium
Food & Beverage	What are the opening hours of the Victoria Bar at Leonardo Hotel Antwerp the Plaza?	Victoria Bar welcomes guests daily from 11:00 in the morning until 01:00 at night.	Medium
