Category	Question	Answer	Frequency Level
General Information	Does Leonardo Hotel Frankfurt City South provide complimentary high-speed Wi-Fi throughout the entire property?	Yes, complimentary high-speed Wi-Fi is provided in guestrooms, public areas, and meeting spaces without data limits.	High
General Information	Does Leonardo Hotel Frankfurt City South operate a 24-hour front desk service?	Yes, reception operates around the clock, ensuring assistance and check-in at any hour.	High
General Information	What are the standard check-in and check-out times at Leonardo Hotel Frankfurt City South?	Standard check-in starts at 15:00, while check-out is required by 12:00 noon on the day of departure.	High
General Information	Does Leonardo Hotel Frankfurt City South have multilingual staff available to assist international guests?	Yes, the front-of-house team includes multilingual staff able to assist guests in several major languages.	Medium
General Information	Does Leonardo Hotel Frankfurt City South offer on-site parking and what is the daily fee?	Yes, a large on-site car park is available for EUR 15 per vehicle per day.	High
General Information	How many meeting and conference rooms are available at Leonardo Hotel Frankfurt City South?	The property offers 15 multifunctional meeting and conference rooms accommodating up to 420 participants.	Medium
General Information	Does Leonardo Hotel Frankfurt City South provide business centre or printing facilities for corporate travellers?	Yes, a dedicated business centre with computers, printers, and copying services is available to corporate travellers.	Medium
General Information	Is Leonardo Hotel Frankfurt City South fully accessible for guests with reduced mobility?	The building features step-free entrances, accessible guestrooms, adapted bathrooms, and lifts, meeting key accessibility standards.	Medium
General Information	Does Leonardo Hotel Frankfurt City South offer family-friendly services such as baby cots or extra beds?	Yes, baby cots are supplied free on request and extra beds can be arranged for an additional nightly charge.	Medium
Accommodation & Room Services	Are all guestrooms at Leonardo Hotel Frankfurt City South equipped with individual air-conditioning and heating controls?	Yes, all guestrooms are equipped with individually adjustable air-conditioning and heating controls for personalised comfort.	High
Accommodation & Room Services	Do the rooms at Leonardo Hotel Frankfurt City South include a tea and coffee tray or kettle?	Yes, every room includes an electric kettle with complimentary tea and coffee making supplies.	Medium
Accommodation & Room Services	Is a minibar or small refrigerator standard in every room category at Leonardo Hotel Frankfurt City South?	Yes, a stocked minibar or small refrigerator is a standard feature in all room categories.	Medium
Accommodation & Room Services	Does Leonardo Hotel Frankfurt City South supply complimentary toiletries and a hairdryer in the bathrooms?	Yes, bathrooms are fitted with complimentary toiletries and a wall-mounted hairdryer for guest convenience.	High
Accommodation & Room Services	Can guests at Leonardo Hotel Frankfurt City South request hypoallergenic pillows or bedding?	Yes, hypoallergenic bedding can be provided on request and subject to availability.	Low
Accommodation & Room Services	Are ironing facilities available in-room or upon request at Leonardo Hotel Frankfurt City South?	Yes, irons and ironing boards are available in-room or can be delivered promptly upon request.	Medium
Accommodation & Room Services	Does Leonardo Hotel Frankfurt City South provide 24-hour room service?	Yes, guests may order food and beverages via 24-hour room service.	Low
Accommodation & Room Services	Are there interconnected or family rooms at Leonardo Hotel Frankfurt City South for larger parties?	Yes, connecting rooms and dedicated family rooms are available and should be requested when booking.	Medium
Accommodation & Room Services	Does Leonardo Hotel Frankfurt City South offer laundry and dry-cleaning services for guests?	Yes, same-day laundry and professional dry-cleaning services are offered for an additional fee.	Medium
Food & Beverage	Does Leonardo Hotel Frankfurt City South serve a daily buffet breakfast?	Yes, an extensive hot and cold buffet breakfast is prepared every morning in the restaurant.	High
Food & Beverage	What are the breakfast service hours at Leonardo Hotel Frankfurt City South?	Breakfast is served Monday–Friday 06:30–10:30 and on weekends and public holidays 07:00–11:00.	High
Food & Beverage	Does Leonardo Hotel Frankfurt City South cater for vegetarian or vegan dietary requirements?	Yes, the kitchen happily prepares vegetarian and vegan dishes; guests should mention requirements beforehand.	Medium
Food & Beverage	Is there an on-site bar at Leonardo Hotel Frankfurt City South and what are its opening hours?	Yes, the St. George Bar & Lounge pours drinks daily from 18:00 until 01:00.	High
Food & Beverage	Does Leonardo Hotel Frankfurt City South offer lunch and dinner service in its main restaurant?	Dinner is served nightly in the main restaurant, and lunch can be arranged for conference or group guests with advance notice.	High
Food & Beverage	Are gluten-free options available at Leonardo Hotel Frankfurt City South upon request?	Yes, gluten-free breads and dishes are available; guests are advised to notify staff when ordering.	Medium
Food & Beverage	Does Leonardo Hotel Frankfurt City South provide a children’s menu in its restaurant?	Information is currently not available. [VERIFY]	Low
Food & Beverage	Is outdoor seating such as a summer terrace or beer garden available at Leonardo Hotel Frankfurt City South?	Yes, a spacious summer terrace and beer garden are open during the warmer months for meals and drinks.	Medium
Food & Beverage	Can non-residents dine or enjoy drinks at Leonardo Hotel Frankfurt City South?	Yes, external visitors are welcome to enjoy the restaurant, bar, and terrace subject to availability.	Low
Policies & Terms	What is the current cancellation policy for direct bookings at Leonardo Hotel Frankfurt City South?	Flexible direct bookings may be cancelled free of charge until 18:00 on the day of arrival; later cancellations incur the first night’s charge.	High
Policies & Terms	Does Leonardo Hotel Frankfurt City South allow pets, and are there associated fees?	Yes, pets are welcome for a surcharge of EUR 15 per pet, per night, payable at check-in.	High
Policies & Terms	What is the minimum age requirement to check in at Leonardo Hotel Frankfurt City South?	The minimum age to check in without a guardian is 18 years.	Medium
Policies & Terms	Is smoking permitted anywhere on the premises of Leonardo Hotel Frankfurt City South?	All interior areas are non-smoking; smoking is only permitted in designated outdoor spaces.	Medium
Policies & Terms	Does Leonardo Hotel Frankfurt City South offer express check-in or express check-out services?	Yes, express check-in and express check-out services can be arranged at reception on request.	Medium
Policies & Terms	Can guests request early check-in or late check-out at Leonardo Hotel Frankfurt City South and are charges applicable?	Early arrival or late departure may be granted subject to availability and may attract a supplementary fee.	High
Policies & Terms	Does Leonardo Hotel Frankfurt City South require a security deposit or pre-authorisation at check-in?	A credit-card pre-authorisation or cash deposit is taken at check-in to cover incidental charges.	Low
Policies & Terms	Is luggage storage available before check-in or after check-out at Leonardo Hotel Frankfurt City South?	Yes, complimentary luggage storage is offered both before check-in and after check-out.	High
Policies & Terms	What are the group booking terms and conditions at Leonardo Hotel Frankfurt City South?	Information is currently not available. [VERIFY]	Low
