Category	Question	Answer	Frequency Level
General Information	האם מלון לאונרדו קלאב ים המלח פועל במתכונת הכול-כלול מלאה לאורך כל השנה?	כן, המלון פועל כמלון All-Inclusive Deluxe בכל ימות השנה ומספק שלוש ארוחות, חטיפים, משקאות ופעילויות בידור רציפות ללא הפסקה.	High
General Information	האם במלון לאונרדו קלאב ים המלח קיים Wi-Fi חופשי בכל החדרים והאזורים הציבוריים?	כן, גלישה אלחוטית חינם זמינה בכל חדרי האירוח ובכל המתקנים הציבוריים במלון.	High
General Information	האם במלון לאונרדו קלאב ים המלח פועלת קבלה 24 שעות ביממה?	כן, דלפק הקבלה מאויש סביב השעון ומעניק שירות מלא 24/7 לאורחים.	Medium
General Information	האם מלון לאונרדו קלאב ים המלח מתאים למשפחות ומציע חדרי משפחה ייעודיים?	כן, המלון ידידותי למשפחות ומציע מגוון חדרים וסוויטות משפחתיים עם תשתיות לילדים.	High
General Information	כמה חדרים מונגשים מוצעים במלון לאונרדו קלאב ים המלח?	במלון חמשה חדרים מונגשים המאובזרים במעברים רחבים, מאחזי יד ומרפסת נגישה.	Low
General Information	האם צוות מלון לאונרדו קלאב ים המלח דובר שפות מרובות לשירות אורחים בינלאומי?	כן, צוות השירות מדבר עברית, אנגלית, רוסית, ערבית וצרפתית ומעניק מענה נוח לאורחים מכל העולם.	Medium
General Information	האם מלון לאונרדו קלאב ים המלח כולל מרכז כנסים ואולמות לאירועים עסקיים ופרטיים?	כן, במלון חמישה אולמות מודולריים לכנסים ואירועים, והגדול שבהם מיועד לכ-900 משתתפים.	Medium
General Information	כמה חדרים קיימים בסך-הכול במלון לאונרדו קלאב ים המלח?	במלון 385 חדרים וסוויטות בסך-הכול.	Low
Accommodation & Room Services	אילו סוגי חדרים וסוויטות זמינים במלון לאונרדו קלאב ים המלח?	היצע החדרים כולל חדר סופריור, חדר דלקס, דלקס נוף הרים, דלקס משפחתי, דלקס משפחתי נוף הרים, סוויטת ג׳וניור סופריור, סוויטת דלקס וסוויטה דו-חדרית.	High
Accommodation & Room Services	האם בכל חדר במלון לאונרדו קלאב ים המלח יש מרפסת עם נוף לים המלח או להרי אדום?	כן, לכל יחידת אירוח מרפסת פרטית הפונה אל ים המלח או אל הרי אדום בהתאם למיקומה.	Medium
Accommodation & Room Services	האם כל חדרי מלון לאונרדו קלאב ים המלח מצוידים במיני-בר ובמתקני קפה ותֶה ללא תשלום?	כן, בכל חדר מיני-בר ומעמד להכנת קפה ותה עם מבחר חליטות ללא חיוב נוסף.	High
Accommodation & Room Services	האם ניתן להזמין עריסת תינוק לחדר במלון לאונרדו קלאב ים המלח, ומהי העלות?	כן, ניתן להזמין עריסת תינוק לגיל 0-2 בעלות ‎₪55 ללילה בכפוף לזמינות מוקדמת.	Medium
Accommodation & Room Services	האם בחדרים של מלון לאונרדו קלאב ים המלח קיימת כספת אישית לשמירת חפצי ערך?	כן, בכל חדר מותקנת כספת אישית אלקטרונית לאבטחת חפצי ערך.	Medium
Accommodation & Room Services	האם מלון לאונרדו קלאב ים המלח מציע חדרים מונגשים לבעלי מוגבלויות?	כן, מוצעים חמישה חדרים מונגשים המאובזרים בהתאמות נגישות מלאות.	High
Accommodation & Room Services	האם שירות החדרים במלון לאונרדו קלאב ים המלח פועל בשעות מוגבלות, ואם כן באילו?	כן, שירות חדרים זמין בשעות מוגבלות בשעות הצהריים והערב עד לשעה 23:00. [VERIFY]	Medium
