Category	Question	Answer	Frequency Level
General Information	Does Leonardo Hotel Antwerp the Plaza provide complimentary high-speed Wi-Fi throughout the hotel?	Yes, complimentary high-speed Wi-Fi is available in all guestrooms and public spaces.	High
General Information	Is the front desk at Leonardo Hotel Antwerp the Plaza staffed 24 hours a day for late arrivals and early departures?	Yes, the reception team is on duty 24 hours a day, ready to welcome late arrivals and assist early departures at any time.	Medium
General Information	What are the official check-in and check-out times at Leonardo Hotel Antwerp the Plaza?	Check-in begins at 3:00 pm, while check-out is requested by 12:00 noon on the day of departure.	High
General Information	How many guest rooms and suites are available at Leonardo Hotel Antwerp the Plaza?	The property offers 87 accommodations, including guest rooms, suites and a serviced apartment.	Low
General Information	Is Leonardo Hotel Antwerp the Plaza a 100 % non-smoking property?	Yes, the entire hotel is designated non-smoking for the comfort of all guests.	High
General Information	Does the team at Leonardo Hotel Antwerp the Plaza speak multiple languages to assist international guests?	Yes, multilingual staff fluent in Dutch, English, French and German are available to assist international travellers.	Medium
General Information	Is there an elevator providing step-free access to all accommodation floors at Leonardo Hotel Antwerp the Plaza?	Yes, an internal elevator ensures step-free access to every guest-room floor.	Medium
General Information	Does Leonardo Hotel Antwerp the Plaza hold any recognised sustainability certification such as Green Key?	Yes, the hotel is Green Key eco-certified, confirming independently audited sustainability standards.	Low
General Information	Is Leonardo Hotel Antwerp the Plaza suitable for families travelling with children of all ages?	Yes, family-friendly rooms, baby cots, extra beds and a welcoming policy for children of all ages make the hotel well suited to families.	Medium
General Information	Are complimentary newspapers available in the lounge at Leonardo Hotel Antwerp the Plaza?	Yes, complimentary daily newspapers are laid out in the lounge for guests to browse at leisure.	Low
Accommodation & Room Services	Which room categories can be booked at Leonardo Hotel Antwerp the Plaza (e.g., Comfort, Deluxe, Rooftop, Suite, Apartment)?	Comfort Rooms, Deluxe Twin Rooms, Deluxe Double Rooms, Rooftop Rooms, Suites and a spacious Apartment are available to reserve.	High
Accommodation & Room Services	Do all rooms at Leonardo Hotel Antwerp the Plaza feature individual air-conditioning and heating controls?	Yes, every accommodation includes individually regulated air-conditioning and heating for personalised climate control.	High
Accommodation & Room Services	Are tea- and coffee-making facilities provided in every guest room at Leonardo Hotel Antwerp the Plaza?	Yes, a complimentary tea- and coffee-making set is provided in every room.	High
Accommodation & Room Services	Does Leonardo Hotel Antwerp the Plaza supply complimentary Sea of Spa toiletries in guest bathrooms?	Yes, bathrooms are stocked with complimentary Sea of Spa bath amenities.	Medium
Accommodation & Room Services	Is a mini-bar or small fridge included in the rooms at Leonardo Hotel Antwerp the Plaza?	Yes, a stocked mini-bar is provided in each guest room for added convenience.	Medium
Accommodation & Room Services	Can baby cots or extra beds be arranged at Leonardo Hotel Antwerp the Plaza, and what surcharges apply?	Yes, baby cots can be arranged for about €10 per stay, while extra beds are available on request for approximately €30–€39 per night, subject to availability.	Medium
Accommodation & Room Services	Does Leonardo Hotel Antwerp the Plaza offer professional ironing, laundry and dry-cleaning services?	Yes, same-day laundry, dry-cleaning and professional ironing services are readily available.	Medium
Accommodation & Room Services	Is 24-hour room service available at Leonardo Hotel Antwerp the Plaza, and between which hours may orders be placed?	Yes, room service operates 24 hours; hot menu items are generally offered between 11:00 am and 1:00 am, with light selections available overnight.	High
Accommodation & Room Services	Do any rooms at Leonardo Hotel Antwerp the Plaza include a private balcony or terrace?	Yes, selected Deluxe and Rooftop categories include a furnished private balcony for outdoor relaxation.	Medium
Accommodation & Room Services	Does Leonardo Hotel Antwerp the Plaza offer spacious suites or serviced apartments for extended stays?	Yes, generous Suites and a fully equipped Apartment provide extra space for longer stays.	High
Food & Beverage	Is a daily buffet breakfast served at Leonardo Hotel Antwerp the Plaza, and what are the breakfast hours on weekdays and weekends?	Yes, a lavish buffet breakfast is served in The Orangerie; Monday–Friday 07:00-10:00 and Saturday–Sunday 07:30-10:30.	High
Food & Beverage	What is the per-person price for breakfast at Leonardo Hotel Antwerp the Plaza?	The daily buffet breakfast is priced at €21.50 per person.	High
Food & Beverage	Does the breakfast at Leonardo Hotel Antwerp the Plaza cater for vegetarian, vegan or halal dietary preferences?	Yes, the buffet includes vegetarian and vegan choices, and certified halal options are available on request.	Medium
Food & Beverage	In which venue is breakfast served at Leonardo Hotel Antwerp the Plaza, and what ambience can guests expect?	Breakfast is presented in The Orangerie, a light-filled room overlooking the inner courtyard with an inviting, garden-style atmosphere.	Medium
