Category	Question	Answer	Frequency Level
General Information	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition offer free Wi-Fi throughout the hotel?	Yes, complimentary high-speed Wi-Fi is available in all guest rooms and public areas of the hotel.	High
General Information	Is the front desk at Hotel Corpus Christi Lisboa – Leonardo Limited Edition open 24 hours a day?	Yes, the reception desk operates around the clock, providing 24-hour check-in assistance and guest services.	High
General Information	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition have multilingual staff?	Yes, the hotel’s multilingual team can assist guests in several languages.	Medium
General Information	Is Hotel Corpus Christi Lisboa – Leonardo Limited Edition a non-smoking property?	Yes, Hotel Corpus Christi Lisboa – Leonardo Limited Edition is designated as an entirely non-smoking hotel.	High
General Information	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition provide on-site parking for guests?	No, dedicated on-site parking is not currently listed for guests at Hotel Corpus Christi Lisboa – Leonardo Limited Edition. [VERIFY]	Medium
General Information	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition have elevators to the guest floors?	Yes, passenger elevators connect the lobby with the accommodation floors for convenient access.	Medium
General Information	Is Hotel Corpus Christi Lisboa – Leonardo Limited Edition part of the Leonardo Limited Edition collection?	Yes, Hotel Corpus Christi Lisboa – Leonardo Limited Edition belongs to Leonardo Hotels’ Limited Edition collection.	Low
General Information	Is Hotel Corpus Christi Lisboa – Leonardo Limited Edition housed in a restored 18th-century monastery building?	Yes, the property occupies the restored 18th-century former Corpus Christi monastery building.	Medium
General Information	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition have air-conditioning in its public areas?	Yes, air-conditioning is available in public areas, including the lobby, restaurant, and bar.	Medium
Accommodation & Room Services	How many rooms does Hotel Corpus Christi Lisboa – Leonardo Limited Edition have?	The hotel features 132 guest accommodations, including rooms and suites.	Medium
Accommodation & Room Services	What room categories are available at Hotel Corpus Christi Lisboa – Leonardo Limited Edition?	Available categories include Comfort, Superior, Deluxe, and Suite accommodations, with varied sizes and views.	High
Accommodation & Room Services	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition offer suites?	Yes, suite accommodations are available for guests who want additional space.	High
Accommodation & Room Services	Are connecting rooms available at Hotel Corpus Christi Lisboa – Leonardo Limited Edition?	Yes, a number of connecting rooms are available for families or groups requiring extra space.	Medium
Accommodation & Room Services	Are guest rooms at Hotel Corpus Christi Lisboa – Leonardo Limited Edition air-conditioned?	Yes, every guest room features individually controlled air-conditioning for personalised comfort.	High
Accommodation & Room Services	Is wake-up call service available at Hotel Corpus Christi Lisboa – Leonardo Limited Edition?	Yes, guests may arrange wake-up calls with reception.	Low
Accommodation & Room Services	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition provide baby cots for infants on request?	Information is currently not available. [VERIFY]	Medium
Accommodation & Room Services	Are all guest rooms at Hotel Corpus Christi Lisboa – Leonardo Limited Edition non-smoking?	Yes, all guest rooms are non-smoking in accordance with the hotel’s policy.	Medium
Food & Beverage	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition serve a daily breakfast buffet?	Yes, a hot-and-cold breakfast buffet is served every morning in the restaurant.	High
Food & Beverage	Does the restaurant at Hotel Corpus Christi Lisboa – Leonardo Limited Edition serve modern Portuguese cuisine?	Yes, the on-site restaurant serves a contemporary interpretation of traditional Portuguese cuisine.	Medium
Food & Beverage	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition have an on-site restaurant?	Yes, the hotel has an on-site restaurant serving lunch and dinner with locally sourced ingredients.	High
Food & Beverage	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition have a bar?	Yes, the hotel has an on-site bar offering cocktails, Portuguese wines, and light bites.	High
Food & Beverage	What dietary options such as vegetarian or vegan dishes are available at Hotel Corpus Christi Lisboa – Leonardo Limited Edition?	The menu lists vegetarian, vegan, gluten-free, and dairy-free options to accommodate different dietary needs.	Medium
Food & Beverage	Are halal dishes available at Hotel Corpus Christi Lisboa – Leonardo Limited Edition’s restaurant?	Yes, halal menu items are available on request, according to the hotel’s published dietary options list.	Low
Food & Beverage	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition have an outdoor terrace for dining or drinks?	Yes, an outdoor terrace allows guests to enjoy meals or drinks in the open air.	Medium
Food & Beverage	What are the breakfast service hours at Hotel Corpus Christi Lisboa – Leonardo Limited Edition?	Information is currently not available. [VERIFY]	Medium
Food & Beverage	Is breakfast at Hotel Corpus Christi Lisboa – Leonardo Limited Edition served buffet-style?	Yes, breakfast is served buffet-style with a wide selection of dishes.	Low
Policies & Terms	What is the check-in time at Hotel Corpus Christi Lisboa – Leonardo Limited Edition?	Check-in at Hotel Corpus Christi Lisboa – Leonardo Limited Edition begins at 15:00 hrs (3:00 pm) on the day of arrival.	High
Policies & Terms	What is the check-out time at Hotel Corpus Christi Lisboa – Leonardo Limited Edition?	Standard check-out at Hotel Corpus Christi Lisboa – Leonardo Limited Edition is at 12:00 hrs (noon) on the day of departure.	High
Policies & Terms	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition offer late check-out for AdvantageCLUB members?	Yes, AdvantageCLUB members receive complimentary late check-out, subject to prior request and availability.	Medium
Policies & Terms	Are pets allowed at Hotel Corpus Christi Lisboa – Leonardo Limited Edition?	Information is currently not available. [VERIFY]	High
Policies & Terms	What is the cancellation policy for bookings at Hotel Corpus Christi Lisboa – Leonardo Limited Edition?	Information is currently not available. [VERIFY]	High
Policies & Terms	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition provide luggage storage before check-in or after check-out?	Yes, secure luggage storage is available at reception before check-in and after check-out.	Medium
Location & Transportation	Where is Hotel Corpus Christi Lisboa – Leonardo Limited Edition located in Lisbon?	Hotel Corpus Christi Lisboa – Leonardo Limited Edition is located at R. dos Fanqueiros 115, 1100-415 Lisbon, in the historic city centre.	High
Location & Transportation	How far is Baixa-Chiado Metro Station from Hotel Corpus Christi Lisboa – Leonardo Limited Edition?	Baixa-Chiado Metro Station is approximately 350 metres from the hotel entrance.	Medium
Location & Transportation	How far is Rossio Train Station from Hotel Corpus Christi Lisboa – Leonardo Limited Edition?	Rossio Train Station is roughly 750 metres away, about a 10-minute walk from the hotel.	Medium
Location & Transportation	What is the distance from Hotel Corpus Christi Lisboa – Leonardo Limited Edition to Humberto Delgado Airport?	Humberto Delgado Airport is about 7.5 kilometres from Hotel Corpus Christi Lisboa – Leonardo Limited Edition and is reachable by taxi or metro.	Medium
Location & Transportation	How far is Praça do Comércio from Hotel Corpus Christi Lisboa – Leonardo Limited Edition?	Praça do Comércio is about a five-minute walk from Hotel Corpus Christi Lisboa – Leonardo Limited Edition.	Medium
Location & Transportation	Is Hotel Corpus Christi Lisboa – Leonardo Limited Edition within easy walking distance of Lisbon Cathedral?	Yes, Lisbon Cathedral is about 350 metres from the hotel and is easily reachable on foot.	Medium
Location & Transportation	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition provide assistance with airport transfers or taxi bookings?	Information is currently not available. [VERIFY]	Medium
Location & Transportation	Is Hotel Corpus Christi Lisboa – Leonardo Limited Edition situated in Lisbon’s historic Baixa district?	Yes, Hotel Corpus Christi Lisboa – Leonardo Limited Edition is located in Lisbon’s historic Baixa district, close to Rua Augusta.	Medium
Activities & Entertainment	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition have an on-site gym?	Yes, a fitness gym is available on site for complimentary guest use.	High
Activities & Entertainment	What are the opening hours of the gym at Hotel Corpus Christi Lisboa – Leonardo Limited Edition?	Information is currently not available. [VERIFY]	Medium
Activities & Entertainment	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition have an outdoor terrace?	Yes, guests can relax outdoors on the hotel’s terrace.	Medium
Activities & Entertainment	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition offer any spa or wellness facilities?	No, the hotel does not list any spa or wellness facilities beyond the fitness gym. [VERIFY]	Medium
Activities & Entertainment	Can guests view original 18th-century architectural features inside Hotel Corpus Christi Lisboa – Leonardo Limited Edition?	Yes, preserved 18th-century architectural elements are visible within several public areas of the hotel.	Medium
Activities & Entertainment	Does Hotel Corpus Christi Lisboa – Leonardo Limited Edition provide wake-up call services for early departures?	Yes, reception can arrange wake-up calls for early departures upon request.	Low
