Category	Question	Answer	Frequency Level
General Information	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels provide complimentary Wi-Fi for guests?	Yes, complimentary Wi-Fi is available throughout the property.	High
General Information	Is the front desk at Hotel Berlin Potsdamer Platz by Leonardo Hotels available 24 hours a day?	Yes, the reception desk operates around the clock.	High
General Information	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels have multilingual staff members?	Yes, staff members speak several languages.	Medium
General Information	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels offer on-site parking for guests?	Yes, on-site parking is available for an additional fee.	High
General Information	Are there meeting and conference facilities at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Yes, modern meeting and conference facilities are available.	Medium
General Information	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels provide accessible rooms and common areas?	Yes, the property provides accessible rooms and common areas.	Medium
General Information	Is Hotel Berlin Potsdamer Platz by Leonardo Hotels considered family-friendly?	Yes, it welcomes families with children and offers family-friendly amenities.	Medium
General Information	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels feature a business center for guests’ use?	Yes, a dedicated business corner is available.	Low
General Information	Is there a designated area at Hotel Berlin Potsdamer Platz by Leonardo Hotels for informal meetings?	Yes, the lobby area and bar can serve as casual meeting spots.	Low
Accommodation & Room Services	Are all guest rooms at Hotel Berlin Potsdamer Platz by Leonardo Hotels equipped with air conditioning?	Yes, all rooms are air-conditioned.	High
Accommodation & Room Services	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels provide a minibar or small fridge in the rooms?	Information currently not available. [VERIFY]	Medium
Accommodation & Room Services	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels offer in-room tea and coffee facilities?	Yes, in-room coffee and tea-making facilities are provided.	High
Accommodation & Room Services	Are hairdryers provided in every room at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Yes, hairdryers are provided in each room.	High
Accommodation & Room Services	Can guests request an iron and ironing board at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Yes, an iron and ironing board can be requested from the front desk.	Medium
Accommodation & Room Services	Is it possible to request extra pillows or hypoallergenic bedding at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Yes, housekeeping can provide these on request.	Medium
Accommodation & Room Services	Are USB charging sockets available in the rooms at Hotel Berlin Potsdamer Platz by Leonardo Hotels?	Information currently not available. [VERIFY]	Low
Accommodation & Room Services	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels provide laundry or dry-cleaning services?	Yes, laundry and dry-cleaning services are available for an additional cost.	Medium
Accommodation & Room Services	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels offer connecting rooms for families or groups?	Yes, connecting rooms are available upon request.	Low
Food & Beverage	Does Hotel Berlin Potsdamer Platz by Leonardo Hotels serve a daily breakfast buffet?	Yes, a daily breakfast buffet is served in the restaurant.	High
