Category	Question	Answer	Frequency Level
General Information	Does Leonardo Boutique Hotel Berlin City South offer free Wi-Fi throughout the property?	Yes, complimentary Wi-Fi is available in all areas.	High
General Information	Is the front desk at Leonardo Boutique Hotel Berlin City South staffed 24 hours a day?	Yes, the reception is open around the clock.	High
General Information	What are the standard check-in and check-out times at Leonardo Boutique Hotel Berlin City South?	Check-in typically begins at 3:00 pm, and check-out is by 12:00 pm.	High
General Information	Is Leonardo Boutique Hotel Berlin City South a family-friendly property, and are children welcome to stay?	Yes, children are welcome, and the property accommodates families.	Medium
General Information	Does Leonardo Boutique Hotel Berlin City South provide accessible facilities for guests with reduced mobility?	Yes, accessible rooms and facilities are available for guests with reduced mobility.	Medium
General Information	Are there multilingual staff members available at Leonardo Boutique Hotel Berlin City South to assist guests?	Yes, staff members speak multiple languages to help guests.	Medium
General Information	Can guests park on-site at Leonardo Boutique Hotel Berlin City South, and is there a parking fee?	Yes, on-site parking is available for an additional fee.	Medium
General Information	Does Leonardo Boutique Hotel Berlin City South offer meeting or conference facilities for business events?	Yes, there are meeting rooms suitable for business events.	Medium
General Information	How many guestrooms are available at Leonardo Boutique Hotel Berlin City South?	There are 84 guestrooms in total.	Low
Accommodation & Room Services	Does Leonardo Boutique Hotel Berlin City South provide air conditioning and heating in all of its rooms?	Yes, all rooms are equipped with both air conditioning and heating.	High
Accommodation & Room Services	Are the rooms at Leonardo Boutique Hotel Berlin City South equipped with a minibar or small fridge?	Information is currently not available. [VERIFY]	Medium
Accommodation & Room Services	Do guestrooms at Leonardo Boutique Hotel Berlin City South include tea and coffee making facilities?	Yes, each room has coffee and tea making facilities.	Medium
Accommodation & Room Services	Does Leonardo Boutique Hotel Berlin City South supply complimentary toiletries in the bathrooms?	Yes, complimentary toiletries are provided in every bathroom.	Medium
Accommodation & Room Services	Can visitors request extra pillows or hypoallergenic bedding at Leonardo Boutique Hotel Berlin City South?	Yes, extra pillows or hypoallergenic bedding can be requested.	Medium
Accommodation & Room Services	Is an iron and ironing board available upon request at Leonardo Boutique Hotel Berlin City South?	Yes, an iron and ironing board can be requested at reception.	Medium
Accommodation & Room Services	Are hairdryers provided in every room at Leonardo Boutique Hotel Berlin City South?	Yes, a hairdryer is provided in every room.	Medium
Accommodation & Room Services	Do guestrooms at Leonardo Boutique Hotel Berlin City South feature in-room USB charging sockets?	Information is currently not available. [VERIFY]	Low
Accommodation & Room Services	Is there 24-hour room service available at Leonardo Boutique Hotel Berlin City South?	No, 24-hour room service is not offered. [VERIFY]	Low
Food & Beverage	Does Leonardo Boutique Hotel Berlin City South serve a buffet breakfast to its guests?	Yes, a buffet breakfast is available in the morning.	High
Food & Beverage	What are the breakfast hours at Leonardo Boutique Hotel Berlin City South?	Breakfast is generally served from early morning until late morning. [VERIFY]	Medium
Food & Beverage	Does Leonardo Boutique Hotel Berlin City South offer vegetarian or vegan breakfast options?	Yes, vegetarian options are available, and vegan selections can often be arranged on request.	Medium
Food & Beverage	Are gluten-free items available at the breakfast buffet of Leonardo Boutique Hotel Berlin City South?	Yes, gluten-free items may be provided upon request. [VERIFY]	Low
Food & Beverage	Is there a bar at Leonardo Boutique Hotel Berlin City South, and can non-residents visit it?	Yes, there is an on-site bar, and non-residents are generally welcome.	Medium
Food & Beverage	Does Leonardo Boutique Hotel Berlin City South serve late-night snacks at its bar?	Currently, the bar offers drinks and light snacks, but availability of late-night options is not specified. [VERIFY]	Low
Food & Beverage	Are children permitted to enter the bar area at Leonardo Boutique Hotel Berlin City South?	Yes, children are allowed if accompanied by an adult.	Low
Food & Beverage	Does Leonardo Boutique Hotel Berlin City South provide lunch or dinner options on the premises?	Currently, a full lunch or dinner service is not offered, though snacks and drinks are available at the bar. [VERIFY]	Medium
Food & Beverage	Can guests request special dietary menus at Leonardo Boutique Hotel Berlin City South?	Yes, guests can request special dietary options in advance. [VERIFY]	Low
Policies & Terms	Does Leonardo Boutique Hotel Berlin City South allow express check-in or check-out?	Yes, express check-in and check-out may be available on request. [VERIFY]	Medium
Policies & Terms	What is the baggage storage policy at Leonardo Boutique Hotel Berlin City South?	Guests can store their luggage at the reception before check-in or after check-out.	Medium
Policies & Terms	Is there a minimum age requirement for check-in at Leonardo Boutique Hotel Berlin City South?	Yes, guests need to be at least 18 years old to check in.	Medium
Policies & Terms	Does Leonardo Boutique Hotel Berlin City South allow pets, and are there additional charges?	Yes, pets are allowed upon request for an extra fee.	High
Policies & Terms	What is the smoking policy at Leonardo Boutique Hotel Berlin City South?	It is a non-smoking property with no smoking allowed in guestrooms or indoor areas.	High
Policies & Terms	Can guests cancel their reservations free of charge at Leonardo Boutique Hotel Berlin City South?	Yes, free cancellation is available if the booking rate allows, following the stated cancellation policy.	High
Policies & Terms	Does Leonardo Boutique Hotel Berlin City South offer early check-in or late check-out options?	Yes, early check-in and late check-out can be arranged subject to availability and may incur a fee.	High
Policies & Terms	Is there a specific policy for group bookings at Leonardo Boutique Hotel Berlin City South?	Yes, group reservations may be subject to different terms and conditions. [VERIFY]	Medium
Policies & Terms	Does Leonardo Boutique Hotel Berlin City South require a security deposit upon arrival?	Information is currently not available. [VERIFY]	Medium
Location & Transportation	How far is Leonardo Boutique Hotel Berlin City South from the main attractions in central Berlin?	It is around 10 km from central Berlin, usually 20–30 minutes by car or public transport.	High
Location & Transportation	Which public transport stations are close to Leonardo Boutique Hotel Berlin City South?	Johannisthaler Chaussee and other nearby U-Bahn stations on the U7 line are within reach.	High
Location & Transportation	How long does it take to travel from Berlin Brandenburg Airport to Leonardo Boutique Hotel Berlin City South?	It generally takes about 20 minutes by car or taxi, and around 30 minutes by public transport.	High
Location & Transportation	Is there an airport shuttle service offered at Leonardo Boutique Hotel Berlin City South?	No, there is no direct airport shuttle service, but staff can help arrange a taxi or provide public transport guidance.	Medium
Location & Transportation	Are popular tourist attractions within walking distance of Leonardo Boutique Hotel Berlin City South?	No, the major sights are not within walking distance, though public transport connections are convenient.	Medium
Location & Transportation	Can Leonardo Boutique Hotel Berlin City South assist with taxi or car-hire arrangements?	Yes, staff can help arrange taxis or car rentals as needed.	Medium
Location & Transportation	Is parking included in the room rate at Leonardo Boutique Hotel Berlin City South?	No, parking is not included and requires an additional fee.	Medium
Location & Transportation	Can Leonardo Boutique Hotel Berlin City South help arrange guided city tours for guests?	Yes, staff can assist with booking city tours upon request.	Low
Location & Transportation	Is Leonardo Boutique Hotel Berlin City South easily accessible by car from major highways?	Yes, it is close to the A100 ring road, offering convenient highway access.	Low
Activities & Entertainment	Does Leonardo Boutique Hotel Berlin City South have on-site fitness facilities?	No, there are no dedicated fitness facilities on-site. [VERIFY]	Medium
Activities & Entertainment	Does Leonardo Boutique Hotel Berlin City South offer any spa or wellness services?	No, no spa or wellness services are provided. [VERIFY]	Low
Activities & Entertainment	What kind of entertainment options are available within Leonardo Boutique Hotel Berlin City South?	There is primarily a bar and lounge area for relaxation; no additional entertainment is indicated. [VERIFY]	Low
Activities & Entertainment	Can guests book city tours through Leonardo Boutique Hotel Berlin City South?	Yes, the reception can help arrange city tours on behalf of guests.	Medium
Activities & Entertainment	Does Leonardo Boutique Hotel Berlin City South provide any evening entertainment?	No, there is no organized evening entertainment offered. [VERIFY]	Low
Activities & Entertainment	Is there a dedicated lounge area at Leonardo Boutique Hotel Berlin City South for guests to relax?	Yes, there is a lounge area in the lobby where guests can unwind.	Medium
Activities & Entertainment	Can Leonardo Boutique Hotel Berlin City South recommend local sightseeing excursions?	Yes, staff can recommend nearby attractions and sightseeing options.	Medium
Activities & Entertainment	Does Leonardo Boutique Hotel Berlin City South have bicycle rentals for exploring the city?	No, bicycle rentals are not available on-site. [VERIFY]	Low
Activities & Entertainment	Are there shopping or leisure areas near Leonardo Boutique Hotel Berlin City South?	Yes, there are nearby shopping centers and leisure venues such as Gropius Passagen.	Medium
