Category	Question	Answer	Frequency Level
General Information	האם Leonardo Hotel Cork מציע אינטרנט אלחוטי חינם בכל שטחי המלון?	Yes, complimentary high-speed Wi-Fi is available in every guestroom and all public spaces without charge.	High
General Information	האם דלפק הקבלה ב-Leonardo Hotel Cork פעיל 24 שעות ביממה?	Yes, the front-desk team operates 24 hours daily, ready to assist guests at any hour.	High
General Information	כמה חדרים כוללים במלון Leonardo Hotel Cork?	The property comprises 133 stylishly appointed guest rooms in total across multiple categories.	Medium
General Information	האם Leonardo Hotel Cork מוגדר כמלון ללא-עישון בכל האזורים הציבוריים והחדרים?	Yes, the hotel enforces a complete non-smoking policy across all rooms and shared areas.	High
General Information	האם Leonardo Hotel Cork מציע חדרים נגישים לאורחים בכיסאות גלגלים?	Yes, wheelchair-accessible guest rooms and step-free facilities are available and can be reserved in advance.	High
General Information	האם Leonardo Hotel Cork מספק שירות אחסון מזוודות לפני הצ'ק--אין או לאחר הצ'ק-אאוט?	Yes, secure luggage storage is offered free of charge both before check-in and after departure.	Medium
General Information	האם Leonardo Hotel Cork מחזיק בתו הזהב של תוכנית Green Tourism?	Yes, the hotel proudly holds the prestigious Gold Award from the Green Tourism programme.	Low
General Information	האם Leonardo Hotel Cork מציע שירותי כביסה וניקוי-יבש לאורחים?	Yes, same-day laundry and dry-cleaning services can be arranged through reception for guests.	Medium
General Information	האם Leonardo Hotel Cork מעמיד חדר ישיבות מאובזר לאירועים עסקיים?	Yes, the fully equipped Lee Room provides modern audiovisual amenities for professional meetings and events.	High
Accommodation & Room Services	אילו סוגי חדרים זמינים להזמנה ב-Leonardo Hotel Cork (זוגי, טווין, משפחתי, סופריור)?	Double, twin, family, and upgraded superior room types are all available for reservation.	High
Accommodation & Room Services	האם כל החדרים ב-Leonardo Hotel Cork מצוידים במיטת DREAM היוקרתית?	Yes, every accommodation features the signature DREAM bed to ensure a luxuriously comfortable night’s sleep.	High
Accommodation & Room Services	האם בחדרי Leonardo Hotel Cork יש מתקני קפה ותה לשימוש האורחים?	Yes, each guest room is equipped with complimentary tea- and coffee-making facilities.	Medium
Accommodation & Room Services	האם חדרי Leonardo Hotel Cork כוללים טלוויזיית מסך-שטוח עם ערוצי Freeview?	Yes, flat-screen televisions with a full selection of Freeview or cable channels accompany every room.	Medium
Accommodation & Room Services	האם Leonardo Hotel Cork מספק מוצרי טיפוח ללא תשלום בחדרי הרחצה?	Yes, complimentary spa-style bathroom toiletries are provided for guests in all en-suite bathrooms.	Medium
