Category	Question	Answer	Frequency Level
General Information	What are the standard check-in and check-out times at Leonardo Hotel München City Center?	Yes, check-in starts at 15:00 and check-out is required by 12:00 noon. [VERIFY]	High
General Information	Does Leonardo Hotel München City Center operate a 24-hour front desk?	Yes, a staffed reception desk is open 24 hours a day for all arrivals.	High
General Information	Is high-speed Wi-Fi provided free of charge at Leonardo Hotel München City Center?	Yes, high-speed wireless internet is complimentary throughout guestrooms and all public areas.	High
General Information	Does Leonardo Hotel München City Center have elevators and accessible facilities for guests with reduced mobility?	Yes, elevators reach every floor and barrier-free rooms and public areas facilitate wheelchair access.	Medium
General Information	Can guests request multilingual assistance at Leonardo Hotel München City Center?	Yes, reception team members speak German, English and additional languages to assist international guests.	Medium
General Information	How many guest rooms are offered at Leonardo Hotel München City Center?	The property houses 80 contemporary guest rooms across several categories.	Low
General Information	Does Leonardo Hotel München City Center provide on-site parking and how many spaces are available?	Yes, an underground garage with approximately 20 spaces is available on site. [VERIFY]	High
General Information	Are business services such as printing or a business corner available at Leonardo Hotel München City Center?	Yes, a small business corner with computer, printer and photocopy facilities is available near reception.	Medium
General Information	Is Leonardo Hotel München City Center a fully non-smoking property?	Yes, the entire hotel operates as a smoke-free environment; smoking is restricted to designated outdoor areas.	High
Accommodation & Room Services	Which room categories are available at Leonardo Hotel München City Center?	Comfort Room and Superior Room categories are available, each offering different space and amenity levels.	High
Accommodation & Room Services	Do the rooms at Leonardo Hotel München City Center feature air-conditioning?	Yes, individually controlled air-conditioning is installed in every guest room for year-round comfort.	High
Accommodation & Room Services	Are tea- and coffee-making facilities provided in all rooms at Leonardo Hotel München City Center?	Currently, electric kettles with tea and coffee are provided only in Superior Rooms. [VERIFY]	Medium
Accommodation & Room Services	Does Leonardo Hotel München City Center supply a minibar or small refrigerator in guest rooms?	Yes, each room contains a stocked minibar for chilled drinks and snacks.	High
Accommodation & Room Services	Are hypoallergenic bedding or extra pillows available on request at Leonardo Hotel München City Center?	Yes, housekeeping can supply hypoallergenic bed linen or additional pillows when requested in advance.	Medium
Accommodation & Room Services	Does Leonardo Hotel München City Center offer in-room ironing facilities or an ironing service?	Yes, portable irons and boards can be borrowed from reception and professional ironing service is available.	Medium
Accommodation & Room Services	Is there a laptop-size safe in every room at Leonardo Hotel München City Center?	Yes, all guestrooms include an electronic safe large enough to store a standard laptop computer.	Medium
Accommodation & Room Services	Are the bathrooms at Leonardo Hotel München City Center equipped with hairdryers and complimentary toiletries?	Yes, private bathrooms include wall-mounted hairdryers and an assortment of complimentary toiletries.	High
Accommodation & Room Services	Does Leonardo Hotel München City Center provide room service, and during what hours is it available?	Information is currently not available. [VERIFY]	Low
