Category	Question	Answer	Frequency Level
General Information	האם מלון רוטשילד תל אביב מציע אינטרנט אלחוטי (Wi-Fi) חופשי בכל שטחי המלון ובכל החדרים?	כן, אינטרנט אלחוטי מהיר ונגיש ללא תשלום בכל החדרים והאזורים הציבוריים.	High
General Information	האם דלפק הקבלה במלון רוטשילד תל אביב פועל 24 שעות ביממה?	כן, דלפק הקבלה מאויש ומספק שירות ללא-הרף 24 שעות ביממה.	High
General Information	כמה חדרים יש במלון רוטשילד תל אביב ומהם מאפייני העיצוב שלהם?	במלון 156 חדרים בעיצוב מודרני-עירוני אלגנטי עם גוונים רגועים ונגיעות קלאסיות.	Medium
General Information	האם במלון רוטשילד תל אביב קיימות תשתיות נגישות ומספר חדרים ייעודיים לאורחים עם מוגבלויות?	כן, שלושה חדרים נגישים ומתקנים ציבוריים מותאמים כולל מעליות ומאחזי יד נוחים.	High
General Information	האם מלון רוטשילד תל אביב מוגדר כמלון ללא עישון בכל רחבי הנכס?	כן, מדובר במלון ללא-עישון לחלוטין; העישון אסור בחדרים ובשטחים הציבוריים.	High
General Information	באילו שפות ניתן לקבל שירות במלון רוטשילד תל אביב (דלפק קבלה, שירות חדרים וכו')?	שירות ניתן בעברית, אנגלית, רוסית, ספרדית ואף במנדרינית לפי זמינות הצוות.	Medium
General Information	האם במלון רוטשילד תל אביב פועל טרקלין עסקים בקומה העשירית, והאם הוא פתוח כעת לאורחים?	נכון לעכשיו, טרקלין העסקים בקומה 10 קיים אך סגור זמנית לקבלת אורחים.	Medium
General Information	האם מלון רוטשילד תל אביב מציע חדרי ישיבות או מתקנים לכנסים ולאירועים עסקיים?	כן, קיימים אולמות ישיבות אינטימיים עם ציוד מצגות ושירותי קייטרינג מקצועיים.	Medium
General Information	האם מלון רוטשילד תל אביב מספק השכרת אופניים ללא תשלום לאורחים?	כן, ניתן לקבל שוברים להשכרת אופניים עירוניים סמוכים ללא עלות נוספת לאורחים.	Low
Accommodation & Room Services	אילו סוגי חדרים זמינים במלון רוטשילד תל אביב ומהו גודל כל קטגוריה?	החדרים כוללים Boutique ‏16 מ״ר, ו-Deluxe/Executive/Club ‏23 מ״ר, כולם עם נוף עירוני.	Medium
